_digital_object_type.string_key,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_term.authority,name-3:name_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_temporal-1:subject_temporal_term.value,subject_temporal-1:subject_temporal_term.authority,subject_temporal-1:subject_temporal_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,abstract-1:abstract_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,place_of_origin-1:place_of_origin_value,place_authority_identifier,collection-1:collection_term.value,collection-1:collection_term.uri,note-1:note_value,note-1:note_type,digital_origin-1:digital_origin_value,note-2:note_value,note-2:note_type,type_of_resource-1:type_of_resource_value,extent-1:extent_value,object_in_context_url-1:object_in_context_url_value,relatedItem_Project,projectURL
item,Fiue hundreth points of good husbandry vnited to as many of good huswiferie,earlymodernfutures_hqy,,early_modern_futures,,5605517,"Tusser, Thomas, 1524?-1580",personal,naf,http://id.loc.gov/authorities/names/n83158197,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1577,,,1577,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"in Flete strete within Temple barre, at the signe of the Hand & Starre, by Rychard Tottell",Agriculture,fast,http://id.worldcat.org/fast/801355,,,,,,,,,,,,,,,,,,,,,,,,,,"""Diverse approved lessons concerning hopps and gardening"" join husbandry and huswifery in a text very interested in memorializing and, particularly re: its ""table and preface [for each month] in the beginning both necessary to be reade,"" for organizing future practices.",books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,1577E T87,London (England),http://id.loc.gov/authorities/names/n79005665,Edwin Robert Anderson Seligman Papers,http://id.library.columbia.edu/term/1069f9d1-414f-47e3-baf8-cffb02c333cd,,,reformatted digital,,,still image,Physical Dimensions: 19 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page recto,earlymodernfutures_hqy_001,earlymodernfutures_hqy,early_modern_futures,omeka_9190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490011a.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/husbandry,,
asset,  A.i verso,earlymodernfutures_hqy_002,earlymodernfutures_hqy,early_modern_futures,omeka_9191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490011b.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/husbandry,,
asset,  A.ii recto,earlymodernfutures_hqy_003,earlymodernfutures_hqy,early_modern_futures,omeka_9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490011c.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/husbandry,,
asset,  A.ii verso,earlymodernfutures_hqy_004,earlymodernfutures_hqy,early_modern_futures,omeka_9193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490011d.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/husbandry,,
item,"Boke of measurying of lande as well of woodland as plowland, & pasture in the feelde: & to compt the true nombre of acres of the same",earlymodernfutures_kcs,,early_modern_futures,,5600400,"Benese, Richard, -1546",personal,naf,http://id.loc.gov/authorities/names/n87911450,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,"Panyell, Thomas",personal,,,Writer of preface,marcrelator,http://id.loc.gov/vocabulary/relators/wpr,,,,,,,,1562,,questionable,1562?,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,by Thomas Colwell,Surveying,fast,http://id.worldcat.org/fast/1139579,,,,,,,,,,,,,,,,,,,,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,1562E B43,London (England),http://id.loc.gov/authorities/names/n79005665,Edwin Robert Anderson Seligman Papers,http://id.library.columbia.edu/term/1069f9d1-414f-47e3-baf8-cffb02c333cd,,,reformatted digital,,,still image,Physical Dimensions: 14 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page,earlymodernfutures_kcs_001,earlymodernfutures_kcs,early_modern_futures,omeka_9194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490012a.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/measurying,,
asset,  A.v verso - A.vi recto,earlymodernfutures_kcs_010,earlymodernfutures_kcs,early_modern_futures,omeka_9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490012b.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/measurying,,
asset,  A.vi verso - A.vii recto,earlymodernfutures_kcs_012,earlymodernfutures_kcs,early_modern_futures,omeka_9196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490012c.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/measurying,,
item,"Advice how to plant tobacco in England: and how to bring it to colour and perfection, to whom it may be profitable, and to whom harmfull",earlymodernfutures_opj,,early_modern_futures,,5600142,"C. T., active 17th century",personal,naf,http://id.loc.gov/authorities/names/n86021715,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1615,,,1615,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Printed by Nicholas Okes, and are to be sold by Walter Bvrre",Tobacco,fast,http://id.worldcat.org/fast/1432109,Agriculture,fast,http://id.worldcat.org/fast/801355,,,,,,,,,,,,,,,,,,,,,,,"This text demonstrates how agricultural planning can be represented as 'profitable' only to be squelched by other interests--in this case, I assume these are the interests of the Virginia colony in having tobacco monopoly.",books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,1615E T11,London (England),http://id.loc.gov/authorities/names/n79005665,Edwin Robert Anderson Seligman Papers,http://id.library.columbia.edu/term/1069f9d1-414f-47e3-baf8-cffb02c333cd,This is a planting manual of sorts.,,reformatted digital,,,still image,Physical Dimensions: 19 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page,earlymodernfutures_opj_001,earlymodernfutures_opj,early_modern_futures,omeka_9203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490019a.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/tobacco,,
asset,  B1 verso,earlymodernfutures_opj_010,earlymodernfutures_opj,early_modern_futures,omeka_9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490019b.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/tobacco,,
item,Compleat surveyor,earlymodernfutures_pie,,early_modern_futures,,6191054,"Leybourn, William, 1626-1716",personal,naf,http://id.loc.gov/authorities/names/n85112270,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1653,,,1653,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Printed by R. & W. Leybourn, for E. Brewster and G. Sawbridge",Surveying,fast,http://id.worldcat.org/fast/1139579,,,,,,,,,,,,,,,,,,,,,,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,SMITH 526.9 1653 L59 ,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,reformatted digital,,,still image,,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset, Title page,earlymodernfutures_pie_001,earlymodernfutures_pie,early_modern_futures,omeka_9343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_1924.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/surveyor,,
asset, Page 274,earlymodernfutures_pie_274,earlymodernfutures_pie,early_modern_futures,omeka_9341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_1927.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/surveyor,,
asset, Page 275,earlymodernfutures_pie_275,earlymodernfutures_pie,early_modern_futures,omeka_9342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_1926.JPG,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/surveyor,,
asset,  Pages 274-275,earlymodernfutures_pie_999,earlymodernfutures_pie,early_modern_futures,omeka_9214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490029.jpg,filename,,,,,
item,Workes of Beniamin Jonson,earlymodernfutures_rps,,early_modern_futures,,10598776,"Jonson, Ben, 1573?-1637",personal,naf,http://id.loc.gov/authorities/names/n80044918,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,"Hole, William, -1624",personal,naf,http://id.loc.gov/authorities/names/n2004075061,Engraver,marcrelator,http://id.loc.gov/vocabulary/relators/egr,"Stansby, William, active 1597-1638",personal,naf,http://id.loc.gov/authorities/names/nr97009112,Printer,marcrelator,http://id.loc.gov/vocabulary/relators/prt,1616,,,1616,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,William Stansby,English drama,fast,http://id.worldcat.org/fast/910737,,,,,,,,,,,Seventeenth century,fast,http://id.worldcat.org/fast/1113663,,,,,,,Early works,fast,http://id.worldcat.org/fast/1411636,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,B823J73 U5,London (England),http://id.loc.gov/authorities/names/n79005665,,,Authorship; legacy,,reformatted digital,,,still image,Physical Dimensions: 33 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page with frontispiece,earlymodernfutures_rps_001,earlymodernfutures_rps,early_modern_futures,omeka_9205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490020.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/workes,,
asset,"  George Chapman's Prefatory Poem, Upon Sejanus, probably 4 verso - 5 verso",earlymodernfutures_rps_004,earlymodernfutures_rps,early_modern_futures,omeka_9206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490021.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/workes,,
asset,"  Title Page to Sejanus, pages 354 - 355",earlymodernfutures_rps_354,earlymodernfutures_rps,early_modern_futures,omeka_9207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490022.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/workes,,
item,"Strange and remarkable prophesies and predictions of the holy, learned, and excellent James Usher",earlymodernfutures_ueo,,early_modern_futures,,5521479,,,,,,,,,,,,,,,,,,,,,,1678,,,1678,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Printed for R. G.,Prophecies ,fast,http://id.worldcat.org/fast/1079193,,,,,,,Catholic Church,corporate,naf,http://id.loc.gov/authorities/names/n79041716,,,,,,,,,,,,,,,,"Purportedly prophesies Irish rebellion, regicide, ""divisions in England in maters of religion,"" ""great and terrible persecution which shall fall upon the reformed churches by the Papists"". Written by anonymous.",books,aat,http://vocab.getty.edu/aat/300028051,,,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,B156.4 St81,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,reformatted digital,,,still image,Physical Dimensions: 19 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,  Title page,earlymodernfutures_ueo_001,earlymodernfutures_ueo,early_modern_futures,omeka_9180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490001.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/usher,,
item,Prospect of the most famovs parts of the world,earlymodernfutures_vnu,,early_modern_futures,,6069922,"Speed, John, 1552?-1629",personal,naf,http://id.loc.gov/authorities/names/n80038440,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,1646,,,1646,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Printed by M.F. for W. Humble,Geography,fast,http://id.worldcat.org/fast/940469,,,,,,,,,,,,,,,,,,,,Early works,fast,http://id.worldcat.org/fast/1411636,,,,"Map: bound with county maps for Ireland, England, Wales, this volume of ""pocket Speed"" materializes a really odd mesh of historical national image and exotic international imagination",books,aat,http://vocab.getty.edu/aat/300028051, maps,aat,http://vocab.getty.edu/aat/300028094,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,B910 Sp311,London (England),http://id.loc.gov/authorities/names/n79005665,,,Map; pocket edition,,reformatted digital,,,still image,Physical Dimensions: 11 x 17 cm.,,Early Modern Futures,http://www.columbia.edu/cgi-bin/cul/resolve?clio11376130
asset,"  Title page, Prospect",earlymodernfutures_vnu_001,earlymodernfutures_vnu,early_modern_futures,omeka_9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490016.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/prospect,,
asset,  Pages 10-11,earlymodernfutures_vnu_010,earlymodernfutures_vnu,early_modern_futures,omeka_9201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490017.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/prospect,,
asset,  Pages 44-45,earlymodernfutures_vnu_044,earlymodernfutures_vnu,early_modern_futures,omeka_9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1500490018.jpg,filename,,,https://exhibitions.cul.columbia.edu/exhibits/show/futures/prospect,,
