_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,Master assets filenames,_import_file.import_type,_import_file.import_path,Access (Streaming) assets filenames,_import_file.access_copy_import_path,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,edition-1:edition_value,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,location-1:location_term.value,location-1:location_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-2:location_shelf_location_free_text,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-2:name_term.value,name-2:name_term.authority,name-2:name_term.uri,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-3:name_term.value,name-3:name_term.authority,name-3:name_term.uri,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,note-1:note_value,object_in_context_url-1:object_in_context_url_value,omeka_identifier-1:omeka_identifier_value,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,restriction_on_access-1:restriction_on_access_value,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,subject_geographic-3:subject_geographic_term.value,subject_geographic-3:subject_geographic_term.authority,subject_geographic-3:subject_geographic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-3:subject_name_term.name_type,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-4:subject_name_term.name_type,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,type_of_resource-1:type_of_resource_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri
jay_exhibit,asset,RBML_Jay_0012_001,RBML_Jay_0012,RBML_Jay_0012.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0012.tif,RBML_Jay_0012.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0012.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/american-revolution-2,omeka_12335,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title page,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0013,,,,,,,,,"RBML General Portraits Collection, 1600-2000",http://id.library.columbia.edu/term/3e5e345a-965e-492e-a22b-4aa0cf21ca7b,1872,1872,,,TRUE,,reformatted digital,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,56 Jam-Jog,,,"Chappel, Alonzo, 1828-1887",naf,http://id.loc.gov/authorities/names/nr91017070,personal,TRUE,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,,,,,,,,,,,,,,,,Politicians' spouses,fast,http://id.worldcat.org/fast/1069950,Statesmen's spouses,fast,http://id.worldcat.org/fast/1132016,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,,,,,Mrs. John Jay,still image,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0013_001,RBML_Jay_0013,RBML_Jay_0013.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0013.tif,RBML_Jay_0013.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/home---family-3,omeka_12337,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0015,,,,,,,,,John Jay Papers,http://id.library.columbia.edu/term/c445b04b-64c2-41f2-91bd-98df64b8d5d0,1793 November 8,1793-11-08,,,TRUE,,reformatted digital,ephemera,aat,http://vocab.getty.edu/aat/300028881,Records (Documents),fast,http://id.worldcat.org/fast/1919961,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,series,1,Series II: Cataloged Manuscripts and Documents,57,,,"Merkel, Lot",naf,http://id.loc.gov/authorities/names/nr89017613,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,,,,,,,,,,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,,,,,,,,,,,,Fur garments,fast,http://id.worldcat.org/fast/936399,Muffs,fast,http://id.worldcat.org/fast/1028682,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,,,,,Receipt Mrs. Jay bought of Lot Merkel,text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0015_001,RBML_Jay_0015,RBML_Jay_0015.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0015.tif,RBML_Jay_0015.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/home---family-3,omeka_12339,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0016,,,,,,,,,John Jay Papers,http://id.library.columbia.edu/term/c445b04b-64c2-41f2-91bd-98df64b8d5d0,1793 March 23,1793-03-23,,,TRUE,,reformatted digital,ephemera,aat,http://vocab.getty.edu/aat/300028881,Records (Documents),fast,http://id.worldcat.org/fast/1919961,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,series,1,Series II: Cataloged Manuscripts and Documents,57,,,Hoffman & Seton,,,corporate,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,,,,,,,,,,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,,,,,,,,,,,,Alcoholic beverages,fast,http://id.worldcat.org/fast/804377,Sherry,fast,http://id.worldcat.org/fast/1115874,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,,,,,Receipt Bot of Hoffman & Seton 2 Quarter Casks Sherry Wine,text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0016_001,RBML_Jay_0016,RBML_Jay_0016.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0016.tif,RBML_Jay_0016.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0016.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/home---family-3,omeka_12340,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0019,,,,,,,"In July 1796, Sarah Livingston Jay and her daughter Maria spent twenty-seven days convalescing at the bathhouse run by Isaac Terboss in Lebanon Springs, New York. Sarah took the therapeutic waters at the spring to treat a leg injury, and Mary went to treat a facial ailment.",,John Jay Papers,http://id.library.columbia.edu/term/c445b04b-64c2-41f2-91bd-98df64b8d5d0,1796 August 22,1796-08-22,,,TRUE,,reformatted digital,ephemera,aat,http://vocab.getty.edu/aat/300028881,Records (Documents),fast,http://id.worldcat.org/fast/1919961,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,series,1,Series II: Cataloged Manuscripts and Documents,57,,,"Terboss, Isaac",,,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,,,,,,,,,,,,,Lebanon Springs (N.Y.),naf,http://id.loc.gov/authorities/names/n98051629,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,"Jay, Sarah Livingston",naf,http://id.loc.gov/authorities/names/n2004036382,personal,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,,,,,,,,,,,,Health resorts,fast,http://id.worldcat.org/fast/953227,Hot springs--Therapeutic use,fast,http://id.worldcat.org/fast/961692,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,,,,,"Receipt of Isaac Terboss, Lebanon Springs Bathhouse",text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0019_001,RBML_Jay_0019,RBML_Jay_0019.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0019.tif,RBML_Jay_0019.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0019.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/home---family-3,omeka_12343,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0023,,,,,,,,,John Jay Papers,http://id.library.columbia.edu/term/c445b04b-64c2-41f2-91bd-98df64b8d5d0,between 1801 and 1829,1801,1829,inferred,TRUE,,reformatted digital,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,Chronologies,fast,http://id.worldcat.org/fast/1423901,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,series,1,Series II: Cataloged Manuscripts and Documents,56,,,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,,,,,,,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,,,,,,,,,,,,,,,,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,Statesmen,fast,http://id.worldcat.org/fast/1131990,Judges,fast,http://id.worldcat.org/fast/984490,Politics and government,fast,http://id.worldcat.org/fast/1919741,,John Jay Timeline 1745-1795,text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0023_001,RBML_Jay_0023,RBML_Jay_0023.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0023.tif,RBML_Jay_0023.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0023.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_12348,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front detail (top half of document),,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0023_002,RBML_Jay_0023,RBML_Jay_0024.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0024.tif,RBML_Jay_0024.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0024.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_12349,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front detail (bottom half of document),,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0026,,,,,,,"Images such as these Spanish flags and pennants were most likely created for recognition and use by American naval officers, merchant captains, and customs officials.",,John Jay Papers,http://id.library.columbia.edu/term/c445b04b-64c2-41f2-91bd-98df64b8d5d0,circa 1781,1781,,approximate,TRUE,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Reference works,fast,http://id.worldcat.org/fast/1919963,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,series,1,Series II: Cataloged Manuscripts and Documents,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,naf,http://id.loc.gov/authorities/names/n79006971,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,,,,,,,,,,,,,,,,,Flags,fast,http://id.worldcat.org/fast/926942,"Standards, Military",fast,http://id.worldcat.org/fast/1131491,,,,,,,,Spanish Flag and Pendant of War. Spanish Merchant Flag,still image,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0026_001,RBML_Jay_0026,RBML_Jay_0026.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0026.tif,RBML_Jay_0026.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0026.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/diplomacy-4,omeka_12352,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0033,,,,,,,,5530007,Rare Book & Manuscript Library General Rare Book Collection,http://id.library.columbia.edu/term/00b71fe3-4538-4880-9eb8-520cb76c52ce,1788,1788,,,TRUE,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Essays,fast,http://id.worldcat.org/fast/1919922,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,B342.73 F311 (vault),HAMILTON JK154 1788 c. 1,"Kent, James, 1763-1847",naf,http://id.loc.gov/authorities/names/n50044749,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,,,,"Rare Book copy (B342.73 F311): Kent collection; James Kent's autograph on title pages; manuscript annotations on fly-leaves and endpapers, some assigning authorship of various essays of the Federalist; pasted-in newspaper clippings.",,,New York (State),,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,"Hamilton, Alexander, 1757-1804",naf,http://id.loc.gov/authorities/names/n79021633,personal,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,"Madison, James, 1751-1836",naf,http://id.loc.gov/authorities/names/n80067022,personal,,,,,Federalist,naf,http://id.loc.gov/authorities/names/n80021463,Constitutions,fast,http://id.worldcat.org/fast/875851,Constitutional history,fast,http://id.worldcat.org/fast/875777,Constitutional law,fast,http://id.worldcat.org/fast/875797,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,The,"federalist : a collection of essays, written in favour of the new Constitution, as agreed upon by the Federal convention, September 17, 1787, in two volumes",text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0033_001,RBML_Jay_0033,RBML_Jay_0033.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0033.tif,RBML_Jay_0033.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0033.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/creating-a-national-government,omeka_12365,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top loose flysheet,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0033_002,RBML_Jay_0033,RBML_Jay_0037.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0037.tif,RBML_Jay_0037.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0037.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/creating-a-national-government,omeka_12369,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 21,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0036,,,,,,,,10574008,Rare Book & Manuscript Library General Rare Book Collection,http://id.library.columbia.edu/term/00b71fe3-4538-4880-9eb8-520cb76c52ce,1818,1818,,,TRUE,"A new ed., with the names and portraits of the several writers",reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Essays,fast,http://id.worldcat.org/fast/1919922,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,HAMILTON KF4515 F4 1818h,,"Hamilton, Alexander, 1757-1804",naf,http://id.loc.gov/authorities/names/n79021633,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,"Madison, James, 1751-1836",naf,http://id.loc.gov/authorities/names/n80067022,personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,Philadelphia (Pa.),"Published by Benjamin Warner, no. 147 Market Street, and sold at his stores, Richmond, Virginia, and Charleston, South Carolina",,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,,,,,,,,,,,,,,,,,Constitution of the United States,naf,http://id.loc.gov/authorities/names/no2008000433,Constitutions,fast,http://id.worldcat.org/fast/875851,Constitutional history,fast,http://id.worldcat.org/fast/875777,Constitutional law,fast,http://id.worldcat.org/fast/875797,,,,The,"Federalist : on the new Constitution; written in 1788, by Mr. Hamilton, Mr. Jay, and Mr. Madison",text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0036_001,RBML_Jay_0036,RBML_Jay_0036.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0036.tif,RBML_Jay_0036.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0036.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/creating-a-national-government,omeka_12368,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 294,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0039,,,,,,,,,John Jay Papers,http://id.library.columbia.edu/term/c445b04b-64c2-41f2-91bd-98df64b8d5d0,1792 October 6,1792-10-06,,,TRUE,,reformatted digital,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,Records (Documents),fast,http://id.worldcat.org/fast/1919961,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,series,1,Series II: Cataloged Manuscripts and Documents,57,,,Pennsylvania Society for Promoting the Abolition of Slavery,naf,http://id.loc.gov/authorities/names/n87139316,corporate,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Issuing body,marcrelator,http://id.loc.gov/vocabulary/relators/isb,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,,,,,,,,,,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,,,,,,,,,,,,,,,,Antislavery movements,fast,http://id.worldcat.org/fast/810800,Slaveholders,fast,http://id.worldcat.org/fast/1120418,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,,,,,Certificate of Membership in Pennsylvania Society for Promoting the Abolition of Slavery,text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,asset,RBML_Jay_0039_001,RBML_Jay_0039,RBML_Jay_0039.tif,external,/digital/ingest/RBML/digitized/RBML_Jay_Omeka/rbml_omeka_jay_v9/RBML_Jay_0039.tif,RBML_Jay_0039.jpg,/digital/working/master/omeka_ingest_copies/rbml_omeka_jay/RBML_Jay_0039.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/john_jay/slavery---abolition-6,omeka_12371,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
jay_exhibit,item,RBML_Jay_0043,,,,,,,"According to William Jay, Governor Jay worked tirelessly behind the scenes to enact a law that would end slavery in New York. State lawmakers introduced bills to achieve this objective in every session of the state legislature between 1796 and 1799. By the time they passed ""An ACT for the gradual abolition of Slavery"" on 21 March 1799, every northern state with the exception of New Jersey had a similar law on the books. New York's statute stipulated that all enslaved children born in New York after 4 July 1799 would attain their freedom at the age of 28 if they were men and at the age of 25 if they were women.",,Special Collections (Jay),http://id.library.columbia.edu/term/40a3747f-3776-4347-93a1-9dc48862504a,1799 January 2,1799-01-02,,,TRUE,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Statutes and codes,fast,http://id.worldcat.org/fast/1774314,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Arthur W. Diamond Law Library, Columbia University",http://id.library.columbia.edu/term/8782e5ad-f6c8-4b15-baea-3511a83d8179,,,,,,,New York (State). Legislature,naf,http://id.loc.gov/authorities/names/n79124975,corporate,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,"Jay, John, 1745-1829",naf,http://id.loc.gov/authorities/names/n79088877,personal,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,,,,,,,,,,,Albany (N.Y.),Loring Andrews,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,,,,,,,,,,,,,,,,,Slavery--Law and legislation,fast,http://id.worldcat.org/fast/1120465,Antislavery movements,fast,http://id.worldcat.org/fast/810800,Slaveholders,fast,http://id.worldcat.org/fast/1120418,Founding Fathers of the United States,fast,http://id.worldcat.org/fast/1739942,,"Laws of the State of New-York. Passed at the Twenty-Second Session, Second Meeting, of the Legislature, begun and held at the City of Albany, the Second Day of January 1799",text,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/
