identifier_omeka,identifier_title,note_filename,location_url_ObjectInContext,location_url_ObjectInContext_2,location_url_ObjectInContext_3,title,namePart,title2,title2_type,dateCreated,form,form_authority,form_authority_identifier,form_2,form_2_authority,form_2_authority_identifier,keyDate_start,keyDate_end,dateQualifier,digitalOrigin,physicalLocation_text,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,languageOfCataloging,shelfLocator,relatedItem_collection,place,place_authority_identifier,note,language,language_authority,language_authority_identifier,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name_type,subject_name_2,subject_name_2_authority,subject_name_2_authority_identifier,subject_name_2_type,subject_name_3,subject_name_3_authority,subject_name_3_authority_identifier,subject_name_3_type,subject_name_4,subject_name_4_authority,subject_name_4_authority_identifier,subject_name_4_type,subject_name_5,subject_name_5_authority,subject_name_5_authority_identifier,subject_name_5_type,subject_name_6,subject_name_6_authority,subject_name_6_authority_identifier,subject_name_6_type,subject_name_7,subject_name_7_authority,subject_name_7_authority_identifier,subject_name_7_type,subject_name_8,subject_name_8_authority,subject_name_8_authority_identifier,subject_name_8_type,subject_name_9,subject_name_9_authority,subject_name_9_authority_identifier,subject_name_9_type,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,name_primary,name_primary_authority,name_primary_authority_identifier,name_primary_Relator,name_primary_Relator_authority,name_primary_Relator_type,name_primary_Relator_authority_identifier,name_primary_type,name,name_authority,name_authority_identifier,nameRelator,nameRelator_authority,nameRelator_type,nameRelator_authority_identifier,name_type,name_02,name_02_authority,name_02_authority_identifier,name_02_Relator,name_02_Relator_authority,name_02_Relator_type,name_02_Relator_authority_identifier,name_02_type,name_03,name_03_authority,name_03_authority_identifier,name_03_Relator,name_03_Relator_authority,name_03_Relator_type,name_03_Relator_authority_identifier,name_03_type,name_04,name_04_authority,name_04_authority_identifier,name_04_Relator,name_04_Relator_authority,name_04_Relator_type,name_04_Relator_authority_identifier,name_04_typle,name_05,name_05_authority,name_05_authority_identifier,name_05_Relator,name_05_Relator_authority,name_05_Relator_type,name_05_Relator_authority_identifier,name_05_type,name_06,name_06_authority,name_06_authority_identifier,name_06_Relator,name_06_Relator_authority,name_06_Relator_type,name_06_Relator_authority_identifier,name_06_type,name_07,name_07_authority,name_07_authority_identifier,name_07_Relator,name_07_Relator_authority,name_07_Relator_type,name_07_Relator_authority_identifier,name_07_type,name_08,name_08_authority,name_08_authority_identifier,name_08_Relator,name_08_Relator_authority,name_08_Relator_type,name_08_Relator_authority_identifier,name_08_type,name_09,name_09_authority,name_09_authority_identifier,name_09_Relator,name_09_Relator_authority,name_09_Relator_type,name_09_Relator_authority_identifier,name_09_type,name_10,name_10_authority,name_10_authority_identifier,name_10_Relator,name_10_Relator_authority,name_10_Relator_type,name_10_Relator_authority_identifier,name_10_type,name_11,name_11_authority,name_11_authority_identifier,name_11_Relator,name_11_Relator_authority,name_11_Relator_type,name_11_Relator_authority_identifier,name_11_type,name_12,name_12_authority,name_12_authority_identifier,name_12_Relator,name_12_Relator_authority,name_12_Relator_type,name_12_Relator_authority_identifier,name_12_type,name_13,name_13_authority,name_13_authority_identifier,name_13_Relator,name_13_Relator_authority,name_13_Relator_type,name_13_Relator_authority_identifier,name_13_type,abstract,publisher,relatedItem,relatedItem_authority,relatedItem_identifier,relatedItem_type,note_ownership,typeOfResource,relatedItem_Project,projectURL
omeka_427,perkins_lhc_001,original filename: perkins_090074195.jpg,,,,Proposed Statement for President Franklin Delano Roosevelt,,,,"July 17, 1934",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1934-07-17,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 63,Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proposed speech for FDR,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_427,perkins_lhc_002,original filename: 090074196.jpg,,,,Proposed Statement for President Franklin Delano Roosevelt,,,,"July 17, 1934",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1934-07-17,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 63,Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proposed speech for FDR,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_427,perkins_lhc_003,original filename: 090074197.jpg,,,,Proposed Statement for President Franklin Delano Roosevelt,,,,"July 17, 1934",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1934-07-17,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 63,Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proposed speech for FDR,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_426,perkins_yqm_001,original filename: perkins_090074193.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,,Letter to Secretary of Labor Frances Perkins on behalf of President Franklin Roosevelt concerning the attached telegram sent to the President,,,,"September 9 and 10, 1936",correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,1936-09-09,1936-09-10,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 61,Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,President Hoover (Steamship),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco (Calif.),naf,http://id.loc.gov/authorities/names/n79018452,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,"Early, Stephen T. (Stephen Tyree), 1889-1951",naf,http://id.loc.gov/authorities/names/n89125913,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephen Early, secretary to President Franklin Roosevelt, forwarded to Secretary of Labor Frances Perkins a telegram from the passengers of the SS President Hoover. The ship was unable to land in San Francisco due to the Pacific Coast Longshoremen's Strike of 1936. In Early's memo to Perkins, on behalf of the president, Perkins is asked to give the telegram and the situation 'consideration and appropriate action'.",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_426,perkins_yqm_002,original filename: 090074194.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,,Letter to Secretary of Labor Frances Perkins on behalf of President Franklin Roosevelt concerning the attached telegram sent to the President,,,,"September 9 and 10, 1936",correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,1936-09-09,1936-09-10,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 61,Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,President Hoover (Steamship),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco (Calif.),naf,http://id.loc.gov/authorities/names/n79018452,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,"Early, Stephen T. (Stephen Tyree), 1889-1951",naf,http://id.loc.gov/authorities/names/n89125913,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephen Early, secretary to President Franklin Roosevelt, forwarded to Secretary of Labor Frances Perkins a telegram from the passengers of the SS President Hoover. The ship was unable to land in San Francisco due to the Pacific Coast Longshoremen's Strike of 1936. In Early's memo to Perkins, on behalf of the president, Perkins is asked to give the telegram and the situation 'consideration and appropriate action'.",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_425,perkins_qtl_000,original filename: perkins_090074192.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,,Copy of telegram from President Franklin Roosevelt to Secretary of Labor Frances Perkins about Pacific Coast Strike,,,,circa March 1934,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,1934-03,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 106C,Frances Perkins Papers,,,on board USS Houston,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Pacific Coast Longshoremen's Strike, 1934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,aut,marcrelator,code,http://id.loc.gov/vocabulary/relators/aut,corporate,"Perkins, Frances, 1880-1965",,,ctb,marcrelator,code,http://id.loc.gov/vocabulary/relators/ctb,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"During the Pacific Coast strike of 1934, that began on May 9, Roosevelt was vacationing on the USS Houston, sailing from Norfolk to Hawaii via the Panama Canal. Here he sends Perkins instructions, writing: “If you think advisable you can issue any statement or offer as coming from me or with my approval.” Although there were calls for him to return to Washington, as he notes here, “it is at present best for me not to consider change my itinerary.”",,,,,,"Gift of Susanna Perkins Coggeshall, 1970",still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_424,perkins_ibt_001,original filename: perkins_090074188.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,"Draft of statement on strikes, with particular reference to San Francisco",,,,1937?,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1937,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 49,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Strikes and lockouts,fast,http://id.worldcat.org/fast/1135030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this statement, Perkins makes clear the position of the government that strikes are “not a blow or a threat to organized government,” that they are instead “an economic tool or method of workers to insure that their employers agree to carry out their demand in regard to conditions and terms of work.”",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_424,perkins_ibt_002,original filename: 090074189.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,"Draft of statement on strikes, with particular reference to San Francisco",,,,1937?,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1937,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 49,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Strikes and lockouts,fast,http://id.worldcat.org/fast/1135030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this statement, Perkins makes clear the position of the government that strikes are “not a blow or a threat to organized government,” that they are instead “an economic tool or method of workers to insure that their employers agree to carry out their demand in regard to conditions and terms of work.”",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_424,perkins_ibt_003,original filename: 090074190.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,"Draft of statement on strikes, with particular reference to San Francisco",,,,1937?,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1937,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 49,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Strikes and lockouts,fast,http://id.worldcat.org/fast/1135030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this statement, Perkins makes clear the position of the government that strikes are “not a blow or a threat to organized government,” that they are instead “an economic tool or method of workers to insure that their employers agree to carry out their demand in regard to conditions and terms of work.”",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_424,perkins_ibt_004,original filename: 090074191.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/strikes,,"Draft of statement on strikes, with particular reference to San Francisco",,,,1937?,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1937,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 49,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Strikes and lockouts,fast,http://id.worldcat.org/fast/1135030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this statement, Perkins makes clear the position of the government that strikes are “not a blow or a threat to organized government,” that they are instead “an economic tool or method of workers to insure that their employers agree to carry out their demand in regard to conditions and terms of work.”",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_423,perkins_jcy_001,original filename: perkins_090074187.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/later-years/truman,,,True measure of a man's greatness,First page,,,"April, 1945",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1945-04,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 62 same folder,Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",naf,http://id.loc.gov/authorities/names/n79022932,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statement on the death of President Franklin Roosevelt, written by his Labor of Secretary and personal friend Frances Perkins. Frances Perkins wrote: “We in the Department of labor have a feeling of keen and personal sadness for we, with our hands and minds, were privileged to carry forward some of the work that had always lain closest to his heart … We knew, perhaps better than any, how kind and good he was, and how ever thoughtful of those in need of support and help.”",,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_422,perkins_fnf_001,original filename: perkins_090074185.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,,,List of Accomplishments for Franklin Delano Roosevelt,,,,"January 19, 1945",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1945-01-19,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,"Box 62, folder",Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,corporate,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",naf,http://id.loc.gov/authorities/names/n79022932,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With Frances Perkins initials at end,,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_422,perkins_fnf_002,original filename: 090074186.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,,,List of Accomplishments for Franklin Delano Roosevelt,,,,"January 19, 1945",manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,1945-01-19,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,"Box 62, folder",Frances Perkins Papers,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,corporate,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",naf,http://id.loc.gov/authorities/names/n79022932,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With Frances Perkins initials at end,,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_421,perkins_kah_000,original filename: perkins_090074184.jpg,,,,"Copy of Telegram to Boston Globe from Frances Perkins, Industrial Commissioner New York",,,,"July 5, 1932",correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,1932-07-05,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 62 same folder,Frances Perkins Papers,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",naf,http://id.loc.gov/authorities/names/n79022932,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,Globe Newspaper Co.,naf,http://id.loc.gov/authorities/names/n88278856,ctb,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,code,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copy of Telegram to Boston Globe,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
omeka_420,perkins_hme_001,original filename: perkins_090074182.jpg,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/immigration---impeachment/immigration-and-impeachment,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/immigration---impeachment/impeachment,,Roosevelt’s Supreme Council: An “Alien-Star” Revolutionary-Power in Control of Washington New Deal Political Policies,,,,"November 15, 1935",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,1935-11-15,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,eng,Box 62,Frances Perkins Papers,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,New Deal (1933-1939),fast,http://id.worldcat.org/fast/1036721,"Perkins, Frances, 1880-1965",naf,http://id.loc.gov/authorities/names/n50012858,personal,United States. President (1933-1945 : Roosevelt),naf,http://id.loc.gov/authorities/names/n79022931,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmondson, Robert Edward, 1872-",naf,http://id.loc.gov/authorities/names/n89624876,cre,marcrelator,code,http://id.loc.gov/vocabulary/relators/cre,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this broadside, Perkins is one of five members of “America’s Invisible Governors,” named with thirty other “alien-minded New Dealer ‘advisors’ … all owing allegiance to the Frankfurter-Brandeis-Baruch-Morgenthau Monopoly … directed by Professor Felix Frankfurter.” Note that Perkins’s long-time secretary, Frances Jerkowitz, is included in her triangle headed “Friend of Aliens.”",Edmondson Economic Service,,,,,Gift of Frances Perkins,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136
