item - public,item - itemId,item - featured,item - MODS - RepositoryName - text,item - MODS - TypeofDate - text 1,item - MODS - TypeofDate - text 2,item - MODS - KeyDate - text 1,item - MODS - KeyDate - text 2,item - MODS - FormGenre - text 1,item - MODS - FormGenre - text 2,item - MODS - FormGenre - text 3,item - MODS - DigitalOrigin - text,item - MODS - LanguageofCataloging - text,item - MODS - Notes - text 1,item - MODS - Notes - text 2,item - MODS - Notes - text 3,item - MODS - Notes - text 4,item - MODS - ShelfLocation - text,item - MODS - Collection - text,item - MODS - PlaceofOrigin - text 1,item - MODS - PlaceofOrigin - text 2,item - MODS - PlaceofOrigin - text 3,item - MODS - PublicationPlace - text,item - MODS - Subrepository - text,item - MODS - PublicationDate - text,item - MODS - PhysicalDescription - text,item - MODS - PhysicalLocation - text,item - DublinCore - Title - text,item - DublinCore - Creator - text,item - DublinCore - Date - text,item - DublinCore - Description - text,item - DublinCore - Source - text,item - DublinCore - Subject - text 1,item - DublinCore - Subject - text 2,item - DublinCore - Subject - text 3,item - DublinCore - Subject - text 4,item - DublinCore - Subject - text 5,item - DublinCore - Subject - text 6,item - DublinCore - Subject - text 7,item - DublinCore - Subject - text 8,item - DublinCore - Subject - text 9,item - DublinCore - Identifier - text,item - DublinCore - Language - text,item - DublinCore - Publisher - text,item - DublinCore - Coverage - text,item - DublinCore - Relation - text,item - DublinCore - Rights - text,item - DublinCore - Format - text,item - DublinCore - Type - text,item - DublinCore - Contributor - text,item - OriginalFileLoadedIntoOmeka - text,item - AdditionalItemMetadata - Provenance - text,item - AdditionalItemMetadata - SpatialCoverage - text,item - AdditionalItemMetadata - TemporalCoverage - text,item - AdditionalItemMetadata - Citation - text,item - AdditionalItemMetadata - RightsHolder - text,item - OmekaCollection,item - ItemType,item - ItemType - text,item - tagContainer - tag - tagId,item - tagContainer - tag - name
1,1324,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_12.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1325,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_13.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1326,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_14.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1327,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_15.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1328,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_16.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1329,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_17.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1330,0,,,,,,,,,,,,,,,,,,,,,,,,,"Letter from Reuben Archer Torrey, Sr. first superintendent of the Chicago Evangelization Society (later renamed the Moody Bible Institute) to W. W. White, April 5, 1894.",,1894,The letter expresses the wish to set up a meeting between Dwight Lyman Moody and White. Torrey suggests John R. Mott as someone who could speak knowledgeably about Moody and the Institute to White. As a result of this meeting White left his chair at Xenia Seminary in 1894 to become Associate Director of the Moody Bible Institute.,,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 2 box 3 f5,,,,,,,,,genwww_20305_01.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1331,0,,,,,,,,,,,,,,,,,,,,,,,,,Dr. White and Bible Study,,19??,Recommendations for Bible Study: Sample Bible Study chart by Dr. White. This is one of many charts within the White collection produced and used within his teaching process by White.,,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 3A box 7 f2,,,,,,,,,genwww_3A0702_01.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 8.5x11,,
1,1332,0,,,,,,,,,,,,,,,,,,,,,,,,,Bible Teachers' Training School Class Photograph,,1904?,"Class photo of students with Dr. White on the roof of 541 Lexington Ave, the building to which Bible Teachers' Training School moved in 1904 and where, from 1905-1907, it was known as The Winona Bible School. The number of women and the number of overseas students within the group is an unusual factor at that time.",,,,,,,,,,,"The Burke Archives (Columbia University Libraries): New York Theological Seminary Records, UNP box 2",,,,,,,,,gennyts_UNP0102_1.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Original Format: large size photo | Physical Dimensions: 11.25x16.25,,
1,1333,0,,,,,,,,,,,,,,,,,,,,,,,,,Dr. White and Bible Study Recommendations,,19??,"Blunders for Beginners in Bible Study, a pamphlet produced by White from the Broadway Tabernacle.",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 3A box 7 f2,,,,,,,,,genwww_3A0702_02.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 7x6.25,,
1,1334,0,,,,,,,,,,,,,,,,,,,,,,,,,Dr. White and Bible Study Recommendations,,19??,"Blunders for Beginners in Bible Study, a pamphlet produced by White from the Broadway Tabernacle.",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 3A box 7 f2,,,,,,,,,genwww_3A0702_03.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Physical Dimensions: 7x6.25,,
1,1312,0,,,,,,,,,,,,,,,,,,,,,,,,,Wilbert Webster White portrait,,1931,"Pictured here is the New York Times Studio press portrait first used in the New York Times article of April 11, 1931 describing the celebration by 700 people in the Hotel Roosevelt of White's thirtieth anniversary as Biblical Seminary's President and founder.",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 1 box 1 f5,,,,,,,,,genwww_010105_01.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Original Format: Photo print | Physical Dimensions: 7.25x5.5,,
1,1313,0,,,,,,,,,,,,,,,,,,,,,,,,,What the Biblio-centric Curriculum Really Means,,1912,"Address by Wilbert W. White to The Swedish Church, 52nd and Lexington given on November 26th, 1912",,,,,,,,,,,The Burke Archives (Columbia University Libraries): W. W. White Papers Series 4 box 10 f5,,,,,,,,,genwww_41005_01.jpg,W.W. White; New York Theological Seminary,,,,,Wilbert Webster White ,Still Image,Original Format: Text | Physical Dimensions: 8.5x11,,
1,4206,0,"University Archives, Columbia University",exact,,1894,,,,,Reformatted Digital,English,,,,,"Box 19, folder 1",,,,,,,,,,Joan of Arc cast photo,,1894,Shepherd and Shepherdesses from right to left Roger H. Bacon '96; Victor W. Hungerford ' 95; E. H. Janes '95; Henry W. Bull '95; Wm. B. Crowell '95 Law; Foour Dancing Girls from right to left Wm. B. Crowell; Victor W. Hungerford; Henry W. Bull; Part of Ca,"Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,UA Scan #0392,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129025,,,,,,Varsity Show,Still Image,"Original Format: photographs | Physical Dimensions: 7"" x 9""",,
1,4183,0,"University Archives, Columbia University",exact,,1894-04,,,,,Reformatted Digital,English,,,,,"Box 1, folder 2",,,,,,,,,,Joan of Arc program cover,"Barber, D. | Columbia College Musical Society",April 1894,"Program cover for first Varsity Show, ""Joan of Arc"" (1894)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129002,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 7"" x 9.5""",,
1,4185,0,"University Archives, Columbia University",exact,,1900,,,,,Reformatted Digital,English,,,,,"Box 1, folder 6",,,,,,,,,,The Governor's Vrouw libretto cover,"Harrison, Henry Sydnor | Cane, Melville Henry | Erskine, John",1900,"Libretto cover for  Varsity Show, ""The Governor's Vrouw"" (1900)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129004,,,,,,Varsity Show,Still Image,"Original Format: librettos | Physical Dimensions: 10"" x 7""",,
1,4219,0,"University Archives, Columbia University",exact,,1909,,,,,Reformatted Digital,English,,,,,"UA Flat Files, Map Case, drawer 8",,,,,,,,,,In Newport poster,"Gunn, Archie",1909,"Original oversized poster for 1909 Varsity Show ""In Newport""","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129038,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 37"" x 25.5""",,
1,4218,0,"University Archives, Columbia University",exact,,1909,,,,,Reformatted Digital,English,,,,,"UA Flat Files, Map Case, drawer 8",,,,,,,,,,In Newport poster,H.P. ??,1909,"Printed poster advertising 1909 Varsity Show ""In Newport"" featuring the image of a can can girl.","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129037,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 22.25"" x 14""",,
1,4217,0,"University Archives, Columbia University",exact,,1909,,,,,Reformatted Digital,English,,,,,"UA Flat Files Box 4, folder 1",,,,,,,,,,Pen sketch of can can girl for In Newport poster,H.P. ??,1909,"Original pen and ink sketch of a can can girl for use in a poster advertising the 1909 Varsity Show ""In Newport""","Varsity Show Records (Flat Files), UA#0106, 1894-",Drawing,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129036,,,,,,Varsity Show,Still Image,"Original Format: drawings (visual works) | Physical Dimensions: 13.5"" x 10.75""",,
1,4215,0,"University Archives, Columbia University",exact,,1911,,,,,Reformatted Digital,English,,,,,"UA Flat Files Box 14, folder 4",,,,,,,,,,Made in India poster,,1911,"Original poster for 1911 Varsity Show ""Made in India""","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129034,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 14"" x 11""",,
1,4216,0,"University Archives, Columbia University",exact,,1912,,,,,Reformatted Digital,English,,,,,"UA Flat Files Box 14, folder 4",,,,,,,,,,The Mysterious Miss Apache poster,,1912,"Original poster for 1912 Varsity Show ""The Mysterious Miss Apache""","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129035,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 22"" x 14""",,
1,4186,0,"University Archives, Columbia University",exact,,1916,,,,,Reformatted Digital,English,,,,,"Box 5, folder 9",,,,,,,,,,The Peace Pirates program cover,"Frew, Joan | The Columbia University Players",1916,"Program cover for Varsity Show, ""The Peace Pirates"" (1916)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129005,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4209,0,"University Archives, Columbia University",exact,,1921,,,,,Reformatted Digital,English,,,,,"UA Flat Files Box 13, folder 3",,,,,,,,,,You'll Never Know poster,Wade,1921,"Original poster for 1921 Varsity Show ""You'll Never Know""","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129028,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 15.5"" x 11""",,
1,4189,0,"University Archives, Columbia University",exact,,1921,,,,,Reformatted Digital,English,,,,,"Box 10, folder 3",,,,,,,,,,Production Staff Photos from You'll Never Know program,Gilbert T. Washburn & Co. N.Y. | Player's Club of Columbia University,1921,"Page of photos including Richard Rodgers (composer) and Lorenz Hart (lyricist) from 1921 Varsity Show program ""You'll Never Know""","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129008,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4188,0,"University Archives, Columbia University",exact,,1921,,,,,Reformatted Digital,English,,,,,"Box 10, folder 3",,,,,,,,,,Production Staff Photos from You'll Never Know program,Gilbert T. Washburn & Co. N.Y. | Player's Club of Columbia University,1921,"Page of photos including Oscar Hammerstein from 1921 Varsity Show program ""You'll Never Know""","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129007,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4187,0,"University Archives, Columbia University",exact,,1921,,,,,Reformatted Digital,English,,,,,"Box 10, folder 3",,,,,,,,,,You'll Never Know program cover,Gilbert T. Washburn & Co. N.Y. | Player's Club of Columbia University,1921,"Program cover for Varsity Show, ""You'll Never Know"" (1921)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129006,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4210,0,"University Archives, Columbia University",exact,,1923,,,,,Reformatted Digital,English,,,,,"UA Flat Files Box 13, folder 3",,,,,,,,,,Half-Moon Inn poster,"Green, Holm",1923,"Original poster for 1923 Varsity Show ""Half-Moon Inn""","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129029,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 14.25"" x 9""",,
1,4190,0,"University Archives, Columbia University",exact,,1923,,,,,Reformatted Digital,English,,,,,"Box 10, folder 5",,,,,,,,,,"Text from ""Bold Buccaneers"" and ""Roar Lion Roar""","Ford, Corey, Class of 1923 ",1923,"Side by side text of lyrics from ""Bold Buccaneers"" and ""Roar Lion Roar"" - which used the same music as ""Bold Buccaneers"" ","Varsity Show Records, UA#0106, 1894-",Students' songs,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129009,,,,,,Varsity Show,Still Image,"Original Format: songs | Physical Dimensions: 7.5"" x 6""",,
1,4182,0,"University Archives, Columbia University",exact,,1923,,,,,Reformatted Digital,English,,,,,CP3 Al8211,,,,,,,,,,Columbia Song Book,"Ford, Corey, Class of 1923  | Webb, Roy, Class of 1910 | Watkins, Morris W., Class of 1924",1923,"Music and Lyrics for ""Roar Lion Roar""","Columbia University Publications, 1924",Students' songs,,,,,,,,,,English,,,,,,,,Order#100149001.jpg | Order#100149002.jpg,,,,,,Varsity Show,Still Image,"Original Format: songbooks | Physical Dimensions: 7.5"" x 11""",,
1,4191,0,"University Archives, Columbia University",exact,,1926,,,,,Reformatted Digital,English,,,,,"Box 10, folder 8",,,,,,,,,,"His Majesty, The Queen program cover",Slavik | Columbia University Players,1926,"Program cover for Varsity Show, ""His Majest, The Queen"" (1926)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129010,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4192,0,"University Archives, Columbia University",exact,,1928,,,,,Reformatted Digital,English,,,,,"Box 10, folder 10",,,,,,,,,,Zuleika program cover,K.T. | Columbia University Players,1928,"Program cover for Varsity Show, ""Zuleika"" (1928)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129011,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4207,0,"University Archives, Columbia University",exact,,1929,,,,,Reformatted Digital,English,,,,,"Box 20, folder 1",,,,,,,,,,Pony Ballet,Associated Press,1929,"Chorus line known as pony ballet.Caption: ""Columbia men prepare ""Oh! Hector."" Here you have the chorus of the Columbia University Varsity show ""Oh! Hector""--pretty girls! You're wrong--this is a group of the variety of men who will take part in the production which will open March 5. RS 2/16/29""","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,UA Scan #1047,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129026,,,,,,Varsity Show,Still Image,"Original Format: photographs | Physical Dimensions: 8"" x 10""",,
1,4193,0,"University Archives, Columbia University",exact,,1929,,,,,Reformatted Digital,English,,,,,"Box 11, folder 1",,,,,,,,,,Oh Hector! Program cover,R.F. | Columbia University Players,1929,"Program cover for Varsity Show ""Oh, Hector!"" (1929)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129012,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 8"" x 10.5""",,
1,4208,0,"University Archives, Columbia University",exact,,1931,,,,,Reformatted Digital,English,,,,,"Box 20, folder 3",,,,,,,,,,Pony Ballet,,1931,"""Great Shakes"" (1931) pony ballet. ","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,UA Scan #1125,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129027,,,,,,Varsity Show,Still Image,"Original Format: photographs | Physical Dimensions: 8"" x 10""",,
1,4198,0,"University Archives, Columbia University",exact,,1936-04,,,,,Reformatted Digital,English,,,,,"Box 11, folder 8",,,,,,,,,,Off Your Marx program cover,"Preston, Thomas | Jester of Columbia",April 1936,"Program cover for Varsity Show ""Off Your Marx"" (1936)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129017,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 9"" x 11.5""",,
1,4199,0,"University Archives, Columbia University",exact,,1937,,,,,Reformatted Digital,English,,,,,"Box 11, folder 9",,,,,,,,,,Some of the People program cover,"Bruzza, G. | Jester of Columbia",1937,"Program cover for Varsity Show ""Some of the People"" (1937)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129018,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 11.75"" x 8.75""",,
1,4213,0,"University Archives, Columbia University",exact,,1938,,,,,Reformatted Digital,English,,,,,"UA Flat Files Box 14, folder 3",,,,,,,,,,You've Got Something There poster,,1938,"Original poster for 1938 Varsity Show ""You've Got Something There""","Varsity Show Records (Flat Files), UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129032,,,,,,Varsity Show,Still Image,"Original Format: posters | Physical Dimensions: 22.5"" x 14""",,
1,4194,0,"University Archives, Columbia University",exact,,1938,,,,,Reformatted Digital,English,,,,,"Box 11, folder 10",,,,,,,,,,You've Got Something There program cover,Jester of Columbia  | Columbia University Players,1938,"Program cover for Varsity Show ""You've Got Something There"" (1938)","Varsity Show Records, UA#0106, 1894-",College musicals,,,,,,,,,,English,,,,,,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=varsity_100129013,,,,,,Varsity Show,Still Image,"Original Format: theater programs | Physical Dimensions: 9"" x 11.5""",,
