relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note_filename,digitalOrigin,extent,form,form_authority,item - public,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title,identifier_title,partName,title2,title2_type
,"Thomson, J. (John), 1837-1921",,,,,,,,,,1874,,,1874,,0,CLIO_541145,4948,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF162.600.JPG,reformatted digital,Volume Three,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Stephen Whitney Phoenix,"Sampson Low, Marston, Low, and Searle",,eng,,,,,,,,,,,,,,,,,,"Illustrations of China and Its People: A Series of Two Hundred Photographs, with Letterpress Descriptive of the Places and People Represented",,Cover,,
Park Benjamin Collection,"Cheever, Henry T. (Henry Theodore), 1814-1897",,,,,,,,,,1851,,,1851,,0,CLIO_6182397,4946,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,GBF160.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,"Island World of the Pacific: Being the Personal Narrative and Results of Travel through the Sandwich or Hawaiian Islands, and Other Parts of Polynesia",,Cover,,
,"Holbrook, Samuel F., 1793-",,,,,,,,,,1857,,,1857,,0,CLIO_6134373,4945,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF159.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,James French and Company,,eng,,,,,,,,,,,,,,,,,,Threescore Years,,Cover,,
,"Kinglake, Alexander William, 1809-1891",,,,,,,,,,1844,,,1844,,0,CLIO_7644718,4944,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF158.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,John Ollivier,,eng,,,,,,,,,,,,,,,,,,"Eothen, or Traces of Travel Brought Home from the East",,Cover,,
,"Trafton, Adeline, 1845-",,,,,,,,,,1876,,,1876,,0,CLIO_6149212,4943,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF157.600.JPG,reformatted digital,,books,,1,Boston,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Sarah B. Russell Estate,Lee and Shepard,"Lee, Shepard and Dillingham",eng,,,,,,,,,,,,,,,,,,American Girl Abroad,,Cover,,
,"Hughes, Thomas, 1822-1896",,,,,,,,,,1859,,,1859,,0,CLIO_245607,4942,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF156.600.JPG,reformatted digital,,books,,1,Cambridge,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Kenneth A. Lohf,Macmillan and Co.,,eng,,,,,,,,,,,,,,,,,,"Scouring of the White Horse; or, The Long Vacation Ramble of a London Clerk",,Cover,,
,"Hole, S. Reynolds (Samuel Reynolds), 1819-1904",,,,,,,,,,1859,,,1859,,0,CLIO_6198942,4941,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF155.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Bradbury & Evans,,eng,,,,,,,,,,,,,,,,,,Little Tour in Ireland,,Cover,,
Park Benjamin Collection,"Lanman, Charles, 1819-1895",,,,,,,,,,1856,,,1856,,0,CLIO_6174597,4939,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF153.600.JPG,reformatted digital,,books,,1,Washington,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Casimir Bohn,,eng,,,,,,,,,,,,,,,,,,Bohn's Hand-Book of Washington,,Cover,,
,,,,,,,,,,,1856,,,1856,,0,CLIO_6132031,4940,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,GBF154.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,"Ensign, Bridgman & Fanning",,eng,,,,,,,,,,,,,,,,,,"Ensign, Bridgman & Fanning's Travellers' Guide through the States of Ohio, Michigan, Indiana, Illinois, Missouri, Iowa, and Wisconsin",,Cover,,
,"Guinot, Eugène, 1812-1861",,,,,,,,,,1853,,,1853,,0,CLIO_6204223,4938,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,NNC-RB,marcorg,,,,GBF152.600.JPG,reformatted digital,,books,,1,London,,,Paris,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. Mitchell,Ernest Bourdin,eng,,,,,,,,,,,,,,,,,,Summer at Baden-Baden,,Cover,,
,"Van Dyke, Theodore S. (Theodore Strong), 1842-1923",,,,,,,,,,1881,,,1881,,0,CLIO_2768962,4937,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF151.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,"Fords, Howard, & Hulbert",,eng,,,,,,,,,,,,,,,,,,"Flirtation Camp: Or, The Rifle, Rod, and Gun in California: a Sporting Romance",,Cover,,
,"Buel, James W. (James William), 1849-1920",,,,,,,,,,1881,,,1881,,0,CLIO_1949930,4936,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF150.600.JPG,reformatted digital,,books,,1,St. Louis,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Historical Publishing Co.,,eng,,,,,,,,,,,,,,,,,,"Border Outlaws: An Authentic and Thrilling History of the Most Noted Bandits of Ancient or Modern Times, the Younger Brothers, Jesse and Frank James, and Their Comrades in Crime ; Compiled from Reliable Sources Only and Containing the Latest Facts in Regard to These Celebrated Outlaws",,Cover,,
,"Buffalo Bill, 1846-1917",,,,,,,,,,1879,,,1879,,0,CLIO_6133002,4935,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF149.600.JPG,reformatted digital,,books,,1,Hartford,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Frank E. Bliss,,eng,,,,,,,,,,,,,,,,,,"Life of Hon William F. Cody Known as Buffalo Bill, the Famous Hunter, Scout and Guide",,Cover,,
,"Murray, W. H. H. (William Henry Harrison), 1840-1904",,,,,,,,,,1869,,,1869,,0,CLIO_1410764,4934,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF148.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Fields, Osgood, & Co.",,eng,,,,,,,,,,,,,,,,,,"Adventures in the Wilderness; or, Camp-Life in the Adirondacks",,Cover,,
,"Blake, John Lauris, 1788-1857",,,,,"Feely, John",,,,,1866,,,1866,,0,CLIO_6151206,4933,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,Stamp cut by John Feely,GBF147.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James Miller,,eng,,,,,,,,,,,,,,,,,,"Boys' Book of Indian Battles and Adventures, with Anecdotes About Them",,Cover,,
,"Frost, John, 1800-1859",,,,,,,,,,1856,,,1856,,0,CLIO_5504426,4931,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,NNC-RB,marcorg,,,,GBF145.600.JPG,reformatted digital,,books,,1,Boston,,,Chicago,,,Toronto,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,L. P. Crown & Co,C. W.: Bostwick & Barnard,eng,,,,,,,,,,,,,,,,,,"Thrilling Adventures among the Indians: Comprising the Most Remarkable Personal Narrative in the Early Indian Wars, as Well as of Incidents in the Recent Indian Hostilities in Mexico and Texas",,Cover,,
,"Kingston, William Henry Giles, 1814-1880",,,,,,,,,,1864,,,1864,,0,CLIO_6089111,4932,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF146.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. E. Tilton and Company,,eng,,,,,,,,,,,,,,,,,,Adventures of Dick Onslow among the Red Skins: A Book for Boys,,Cover,,
,"Springer, John S.",,,,,,,,,,1851,,,1851,,0,CLIO_6134158,4930,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF144.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Forest Life and Forest Trees,,Cover,,
,"Gregg, Josiah, 1806-1850",,,,,,,,,,1844,,,1844,,0,CLIO_6132875,4929,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,GBF143.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Henry G. Langley,,eng,,,,,,,,,,,,,,,,,,"Commerce of the Prairies: Or the Journal of a Santa Fè trader : during eight expeditions across the great western prairies, and a residence of nearly nine years in northern Mexico",,Cover,,
,"Kipling, Rudyard, 1865-1936",,,,,,,,,,1895,,,1895,,0,,4928,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,GBF142.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Solton and Julia Engel,Macmillan and Co.,,eng,,,,,,,,,,,,,,,,,,Second Jungle Book,,Cover,,
,"Kipling, Rudyard, 1865-1936",,,,,,,,,,1894,,,1894,,0,,4927,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,GBF141.600.JPG,reformatted digital,,books,,1,London,,,New York,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Solton and Julia Engel,Macmillan and Co.,,eng,,,,,,,,,,,,,,,,,,Jungle Book,,Cover,,
,"Carleton, Will, 1845-1912",,,,,,,,,,1882,,,1882,,0,CLIO_512031,4926,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,GBF140.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Farm Ballads,,Cover,,
,"Laidlaw, Stuart, Mrs.",,,,,,,,,,1881,,,1881,,0,CLIO_2555751,4925,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,GBF139.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Samuels Fund,Burns & Oates,,eng,,,,,,,,,,,,,,,,,,"Ethna; or, Etchings in Black and White",,Cover,,
,"Humphrey, L. B., Miss",,,,,,,,,,1876,,,1876,,0,,4923,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,Illustrated by Miss L. B. Humphrey,GBF137.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Sarah B. Russell Estate,"Lee, Shepard and Dillingham",,eng,,,,,,,,,,,,,,,,,,"Lottie Eames; or, ""Do Your Best, and Leave the Rest""",,Cover,,
,"Johnson, Virginia W. (Virginia Wales), 1849-1916",,,,,,,,,,1876,,,1876,,0,CLIO_5559389,4924,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,GBF138.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Catskill Fairies ; Illustrated by Alfred Fredericks,,Cover,,
,"Wallace, Alfred Russel, 1823-1913",,,,,,,,,,1876,,,1876,,0,CLIO_3432241,4922,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,GBF136.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of F. A. P. Barnard and Mrs. M. M. Barnard,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Geographical Distribution of Animals: With a Study of the Relations of Living and Extinct Faunas as Elucidating the Past Changes of the Earth's Surface,,Cover,,
,"Ballantyne, R. M. (Robert Michael), 1825-1894",,,,,,,,,,1874,,,1874,,0,CLIO_6165991,4921,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,,GBF135.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,T. Nelson,,eng,,,,,,,,,,,,,,,,,,Ocean and Its Wonders,,Cover,,
,"Whitelaw, Alexander",,,,,,,,,,1861,,,1861,,0,CLIO_2405042,4920,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,,GBF134.600.JPG,reformatted digital,,books,,1,Glasgow,,,Edinburgh,,,London,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,Blackie and Son,,eng,,,,,,,,,,,,,,,,,,Book of Scottish Ballads; Collected and Illustrated with Historical and Critical Notices,,Cover,,
,"Doran, Dr. (John), 1807-1878",,,,,"Leighton, John, 1822-1912",,,,,1858,,,1858,,0,CLIO_6056834,4919,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,Stamp cut by John Leighton (1822-1912),GBF133.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Mr. and Mrs. Edmund Astley Prentis,Richard Bentley,,eng,,,,,,,,,,,,,,,,,,Bentley Ballads,,Cover,,
,"Rice, James, 1843-1882",,,,,,,,,,1877,,,1877,,0,CLIO_25245,4918,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,,GBF132.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,Tinsley Brothers,,eng,,,,,,,,,,,,,,,,,,Cambridge Freshman,,Cover,,
,Chamber Brothers Company,,,,,,,,,,1888,,approximate,ca. 1888,,0,,4916,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,American Type Founders Company Library,GBF130.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,The Company,,eng,,,,,,,,,,,,,,,,,,Paper-Folding Machinery Manufactured and Sold by Chambers Brothers Company,,Cover,,
,,,,,,,,,,,1893,,,1893,,0,CLIO_5521378,4917,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,,GBF131.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,Chatto & Windus,,eng,,,,,,,,,,,,,,,,,,Idler Magazine: An Illustrated Monthly,,Cover,,
,"Belknap, William W. (William Worth), 1829-1890",,,,,,,,,,1887,,,1887,,0,CLIO_1192669,4915,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,,GBF129.600.JPG,reformatted digital,,books,,1,Keokuk,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Allan Nevins,R. B. Ogden & Son,,eng,,,,,,,,,,,,,,,,,,"History of the Fifteenth Regiment, Iowa Veteran Volunteer Infantry",,Cover,,
,"Arnold, Edwin, Sir, 1832-1904",,,,,,,,,,1887,,,1887,,0,CLIO_43567,4914,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,NNC-RB,marcorg,,,,GBF128.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,Tr,,eng,,,,,,,,,,,,,,,,,,Lotus and Jewel,,Cover,,
Seligman Collection,"Benner, Samuel",,,,,,,,,,1884,,,1884,Third Edition.,0,CLIO_5492214,4913,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_25_32,,NNC-RB,marcorg,,,,GBF127.600.JPG,reformatted digital,,books,,1,Cincinnati,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Robert Clarke & Co.,,eng,,,,,,,,,,,,,,,,,,Benner's Prophecies of Future Ups and Downs in Prices,,Cover,,
,"MacKellar, Thomas, 1812-1899",,,,,,,,,,1883,,,1883,,0,CLIO_6173306,4912,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_25_32,,NNC-RB,marcorg,,,American Type Founders Company Library,GBF126.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"MacKellar, Smiths & Jordan",,eng,,,,,,,,,,,,,,,,,,"American Printer: A Manual of Typography, Containing Practical Directions for Managing All Departments of a Printing Office, As Well As Complete Instructions for Apprentices",,Cover,,
Seligman Collection,"Pinkerton, Allan, 1819-1884",,,,,,,,,,1878,,,1878,,0,CLIO_5492090,4911,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4911,,NNC-RB,marcorg,,,,GBF125.600.JPG,reformatted digital,,books,,1,New York,,,London,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,G. W. Carleton & Co.,S. Low & Co.,eng,,,,,,,,,,,,,,,,,,"Strikers, Communists, Tramps and Detectives",,Cover,,
,"Goodale, Dora Read, 1866-1953",,,,,,,,,,1878,,,1878,,0,CLIO_5558415,4910,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4910,,NNC-RB,marcorg,,,,GBF124.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,G. P. Putnam's Sons,,eng,,,,,,,,,,,,,,,,,,Apple-Blossoms: Verses of Two Children,,Cover,,
,"Jones, William, F.S.A.",,,,,,,,,,1877,,,1877,,0,CLIO_46245,4909,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4909,,NNC-RB,marcorg,,,,GBF123.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Moritz Jagendorf,Chatto and Windus,,eng,,,,,,,,,,,,,,,,,,"Finger-Ring Lore: Historical, Legendary, Anecdotal",,Cover,,
,"Phelps, Elizabeth Stuart, 1844-1911",,,,,,,,,,1874,,,1874,,0,CLIO_6160279,4908,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4908,,NNC-RB,marcorg,,,,GBF122.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Sarah B. Russell Estate,James R. Osgood and Company,,eng,,,,,,,,,,,,,,,,,,"Trotty's Wedding Tour, and Story-Book",,Cover,,
,"Trowbridge, J. T. (John Townsend), 1827-1916",,,,,,,,,,1874,,,1874,,0,CLIO_5573330,4907,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4907,,NNC-RB,marcorg,,,,GBF121.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Allan Nevins,James R. Osgood and Company,,eng,,,,,,,,,,,,,,,,,,"Coupon Bonds, and Other Stories",,Cover,,
,"Morris, F. O. (Francis Orpen), 1810-1893",,,,,,,,,,1872,,,1872,,0,,4906,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4906,,NNC-RB,marcorg,,,Harper Library,GBF120.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Dogs and Their Doings,,Cover,,
,"Wright, Sarah A. (Sarah Ann)",,,,,,,,,,1871,,,1871,,0,CLIO_5573490,4905,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4905,,NNC-RB,marcorg,,,,GBF119.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,American News Company,,eng,,,,,,,,,,,,,,,,,,"Golden Ladder; or, The Stolen Jewel",,Cover,,
,"À Beckett, Gilbert, 1837-1891",,,,,"Leech, John",,,,,1870,1879,questionable,187-?,,0,CLIO_6165010,4904,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4904,,NNC-RB,marcorg,,,Illustrated by John Leech,GBF118.600.JPG,reformatted digital,,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Gonzalez Lodge,"Bradbury, Agnew & Co.",,eng,,,,,,,,,,,,,,,,,,Comic History of Rome,,Cover,,
