item - itemId,item - public,item - featured,item - MODS - Notes 1,item - MODS - Notes 2,item - MODS - Notes 3,item - MODS - Notes 4,item - DublinCore - Date,item_-_MODS_-_KeyDate_-_Single_Start,item_-_MODS_-_KeyDate_-_End,item - MODS - TypeofDate,item - MODS - PublicationDate,item - MODS - FormGenre,item_-_MODS_-_FormGenre_-_authority,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - ShelfLocation,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - DublinCore - Language 1,item - DublinCore - Language 2,item_-_MODS_-_PlaceofOrigin,item_-_MODS_-_PlaceofOrigin_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_1,item_-_MODS_-_PlaceofOrigin_1_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_2,item_-_MODS_-_PlaceofOrigin_2_-_Authority_-_Identifier,item - MODS - PublicationPlace,item - AdditionalItemMetadata - SpatialCoverage,item_-_AdditionalItemMetadata_-_SpatialCoverage_-_Authority_-_Identifier,item_-_AdditionalItemMetadata_-_SpatialCoverage_1,item_-_AdditionalItemMetadata_-_SpatialCoverage_1_-_Authority_-_Identifier,Subject_-_Topic,Subject_-_Topic_-_Authority,Subject_-_Topic_-_Authority_-_Identifier,Subject_1_-_Topic,Subject_1_-_Topic_-_Authority,Subject_1_-_Topic_-_Authority_-_Identifier,Subject_-_Name,Subject_-_Name_-_Authority,Subject_-_Name_-_Authority_-_Identifier,Subject_-_Geographic,Subject_-_Geographic_-_Authority,Subject_-_Geographic_-_Authority_-_Identifier,item - DublinCore - Title - Work,item_-_DublinCore_-_Title_-_Work_-_Identifier,item - DublinCore - Title - Part,item_-_DublinCore_-_Creator_1,item_-_DublinCore_-_Creator_1_-_Authority,item_-_DublinCore_-_Creator_1_-_Authority_-_Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Contributor 1,item_-_DublinCore_-_Contributor_1_-_Authority,item_-_DublinCore_-_Contributor_1_-_Authority_-_Identifier,item - DublinCore - Contributor 2,item_-_DublinCore_-_Contributor_2_-_Authority,item_-_DublinCore_-_Contributor_2_-_Authority_-_Identifier,item - DublinCore - Contributor 3,item_-_DublinCore_-_Contributor_3_-_Authority,item_-_DublinCore_-_Contributor_3_-_Authority_-_Identifier,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - Citation,item - ItemType,item - ItemType - text,item_-_MODS_-_PhysicalDescription,item_in_context,item_-_OmekaCollection_-_nonSort,item - OmekaCollection
006162,1,0,Neither seal impressions nor ownership notes the crowns in the Occidentalist design of the binding seem to reflect the Qajar interest in the regal symbols of the mythical Kayanid dynasty.,"Physical Description of the item from which the digital images were taken: 
the copy seems complete, and has neither title page nor colophon
the blind-tooled leather binding is contemporary with the textblock","Reference: Stephen Vernoit, Occidentalism: Islamic Art in the 19th Century, London 1997",,undated (between 1850 and 1899),1850,1899,inferred,,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,OT40 1800+,lithograph,brittle machine-made wove paper,ara,,Iran,http://id.loc.gov/authorities/names/n79039880,,,,,,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Qur'an,qux_002,"Two pages, cover",,,,,,,,,,,,,,,Images from complete copy of the Quran,,CLIO id: 4584023,,,4a69a144f525d6bc8163f8533002714a.jpg,Burke lithographed Quran binding.jpg,Burke lithographed Quran board.jpg,,,,,,"Presented to the library of Union Theological Seminary by the children of Henry Preserved Smith (1847-1927)
the UTS library stamp is dated 20 February 1935. Smith was a clergyman and influential biblical scholar who from 1913 until 1925 served as the Librarian of Union Theological Seminary; cf. John L. Farthing, ""Smith, Henry Preserved,"" in: American National Biography Online, Feb. 2000.",unpublished,Still Image,Original Format: printed book with envelope binding,"Physical Dimensions: 19 x 12 cm (textblock)
19 x 12 cm (board) and 19 x 35 cm (complete binding)",https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,Neither seal impressions nor ownership notes the crowns in the Occidentalist design of the binding seem to reflect the Qajar interest in the regal symbols of the mythical Kayanid dynasty.,"Physical Description of the item from which the digital images were taken: 
the copy seems complete, and has neither title page nor colophon
the blind-tooled leather binding is contemporary with the textblock","Reference: Stephen Vernoit, Occidentalism: Islamic Art in the 19th Century, London 1997",,undated (between 1850 and 1899),1850,1899,inferred,,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,OT40 1800+,lithograph,brittle machine-made wove paper,ara,,Iran,http://id.loc.gov/authorities/names/n79039880,,,,,,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Qur'an,qux,,,,,,,,,,,,,,,,Images from complete copy of the Quran,,CLIO id: 4584023,,,,,,,,,,,"Presented to the library of Union Theological Seminary by the children of Henry Preserved Smith (1847-1927)
the UTS library stamp is dated 20 February 1935. Smith was a clergyman and influential biblical scholar who from 1913 until 1925 served as the Librarian of Union Theological Seminary; cf. John L. Farthing, ""Smith, Henry Preserved,"" in: American National Biography Online, Feb. 2000.",unpublished,Still Image,Original Format: printed book with envelope binding,"Physical Dimensions: 19 x 12 cm (textblock)
19 x 12 cm (board) and 19 x 35 cm (complete binding)",,The,Quran in East and West: Manuscripts and Printed Books
006131,1,0,"The complete title reads: ""Alcorani textus universus ex correctioribus Arabum exemplaribus summa fide, atque pulcherrimis characteribus descriptus; eademque fide, ac pari diligentia ex Arabico idiomate in Latinum translatus; appositis unicuique capiti notis, atque refutatione: his omnibus praemissus est Prodromus totum priorem tomum implens."" Volume 1 contains Marracci's ""Prodomus ad refutationem Alcorani in quo per quatuor praecipuas verae religionis notas Mahumetanae sectae falsitas ostenditur, Christianae religionis veritas comprobatur,"" which the Sacra Congregatione de Propaganda Fide had published in Rome 1691, and vol. 2 contains the text of the Quran.","Physical Description of book from which the digital images were taken:
2 vols.
pagination not continuous
original binding","references:
Schnurrer, pp. 412-414 s.v. 377
E. Denison Ross, “Ludovico Marracci,” Bulletin of the School of Oriental Studies 2/1, 1921, pp. 117–123",,1698,1698,,,1698,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare OT40 1698,,,lat,,,,,,,,Padua,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,"Alcorani textus universus ex correctioribus Arabum exemplaribus summa fide, atque pulcherrimis characteribus descriptus",atu_021,"Volume 2, page I",,,,,,"Marracci, Luigi, 1612-1700",naf,http://id.loc.gov/authorities/names/n90698375,,,,,,,"Critical edition of the complete Arabic text of the Quran with Latin translation and commentary, introduced by an apologetic essay against Islam",,CLIO id: 4561623,Ex typographia seminarii,,110063004.jpg,,,,,,,,"Heraldic book plate of Edward Gregory. According to a gutter note dated 14 April 1914, the book came to Burke Library from Alfred Ball.",,Still Image,Original Format: book in 2 vols.,Physical Dimensions: 36 x 23 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"The complete title reads: ""Alcorani textus universus ex correctioribus Arabum exemplaribus summa fide, atque pulcherrimis characteribus descriptus; eademque fide, ac pari diligentia ex Arabico idiomate in Latinum translatus; appositis unicuique capiti notis, atque refutatione: his omnibus praemissus est Prodromus totum priorem tomum implens."" Volume 1 contains Marracci's ""Prodomus ad refutationem Alcorani in quo per quatuor praecipuas verae religionis notas Mahumetanae sectae falsitas ostenditur, Christianae religionis veritas comprobatur,"" which the Sacra Congregatione de Propaganda Fide had published in Rome 1691, and vol. 2 contains the text of the Quran.","Physical Description of book from which the digital images were taken:
2 vols.
pagination not continuous
original binding","references:
Schnurrer, pp. 412-414 s.v. 377
E. Denison Ross, “Ludovico Marracci,” Bulletin of the School of Oriental Studies 2/1, 1921, pp. 117–123",,1698,1698,,,1698,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,Union Rare OT40 1698,,,lat,,,,,,,,Padua,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,"Alcorani textus universus ex correctioribus Arabum exemplaribus summa fide, atque pulcherrimis characteribus descriptus",atu,,,,,,,,,,,,,,,,"Critical edition of the complete Arabic text of the Quran with Latin translation and commentary, introduced by an apologetic essay against Islam",,CLIO id: 4561623,Ex typographia seminarii,,,,,,,,,,"Heraldic book plate of Edward Gregory. According to a gutter note dated 14 April 1914, the book came to Burke Library from Alfred Ball.",,Still Image,Original Format: book in 2 vols.,Physical Dimensions: 36 x 23 cm,,The,Quran in East and West: Manuscripts and Printed Books
006129,1,0,"The complete title reads: ""Alcorani textus universus ex correctioribus Arabum exemplaribus summa fide, atque pulcherrimis characteribus descriptus; eademque fide, ac pari diligentia ex Arabico idiomate in Latinum translatus; appositis unicuique capiti notis, atque refutatione: his omnibus praemissus est Prodromus totum priorem tomum implens."" Volume 1 contains Marracci's ""Prodomus ad refutationem Alcorani in quo per quatuor praecipuas verae religionis notas Mahumetanae sectae falsitas ostenditur, Christianae religionis veritas comprobatur,"" which the Sacra Congregatione de Propaganda Fide had published in Rome 1691, and vol. 2 contains the text of the Quran","Physical Description for item from which images were taken: 
2 vols.
pagination not continuous
original binding","references:
Schnurrer, pp. 412-414 s.v. 377
E. Denison Ross, “Ludovico Marracci,” Bulletin of the School of Oriental Studies 2/1, 1921, pp. 117–123",,1698,1698,,,1698,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,OT 40 1698,,,lat,,Rome (Italy),http://id.loc.gov/authorities/names/n79018704,Padua (Italy),http://id.loc.gov/authorities/names/n79027122,Naples (Italy),http://id.loc.gov/authorities/names/n79015689,Padua,,,,,Qurʼan--Publication and distribution,lcsh,http://id.loc.gov/authorities/subjects/sh85072980,Qurʼan--Publication and distribution,lcsh,http://id.loc.gov/authorities/subjects/sh85072980,,,,,,,"Alcorani textus universus, ...",atn_001,"Preface, three approbations",Catholic Church. Congregatio Romanae et Universalis Inquisitionis,naf,http://id.loc.gov/authorities/names/n00020771,Catholic Church. Congregatio Clericorum Regularium Matris Dei,Refformatori dello Studio di Padua,"Marracci, Luigi, 1612-1700",naf,http://id.loc.gov/authorities/names/n90698375,,,,,,,"In Luigi Marracci's edition, the complete Arabic text of the Quran is preceded by three legal documents, issued by the Congregation of the Holy Roman and Universal Inquisition in Rome, the Clerks Regular of the Blessed Virgin (that is: the editor's order) in Naples, and the Council of ""Refformatori dello Studio"" in Padua, respectively",,CLIO id: 4561623,Ex typographia seminarii,,22f502e331ee3f7728e76b46ca29252f.jpg,7a92712a85dcdc4d6a74bb84f13d3d1e.jpg,17c3127e68f943657fc6727b34a1db1d.jpg,,,,,,"Heraldic book plate of Edward Gregory. According to a gutter note dated 14 April 1914, the book came to Burke Library from Alfred Ball.",,Still Image,Original Format: book in 2 vols.,Physical Dimensions: 36 x 23 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/circulation/pub,The,Quran in East and West: Manuscripts and Printed Books
,,,"The complete title reads: ""Alcorani textus universus ex correctioribus Arabum exemplaribus summa fide, atque pulcherrimis characteribus descriptus; eademque fide, ac pari diligentia ex Arabico idiomate in Latinum translatus; appositis unicuique capiti notis, atque refutatione: his omnibus praemissus est Prodromus totum priorem tomum implens."" Volume 1 contains Marracci's ""Prodomus ad refutationem Alcorani in quo per quatuor praecipuas verae religionis notas Mahumetanae sectae falsitas ostenditur, Christianae religionis veritas comprobatur,"" which the Sacra Congregatione de Propaganda Fide had published in Rome 1691, and vol. 2 contains the text of the Quran","Physical Description for item from which images were taken: 
2 vols.
pagination not continuous
original binding","references:
Schnurrer, pp. 412-414 s.v. 377
E. Denison Ross, “Ludovico Marracci,” Bulletin of the School of Oriental Studies 2/1, 1921, pp. 117–123",,1698,1698,,,1698,books,aat,reformatted digital,NyNyCBL,eng,Burke [UTS] Union Rare,OT 40 1698,,,lat,,Rome (Italy),http://id.loc.gov/authorities/names/n79018704,Padua (Italy),http://id.loc.gov/authorities/names/n79027122,Naples (Italy),http://id.loc.gov/authorities/names/n79015689,Padua,,,,,Qurʼan--Publication and distribution,lcsh,http://id.loc.gov/authorities/subjects/sh85072980,Qurʼan--Publication and distribution,lcsh,http://id.loc.gov/authorities/subjects/sh85072980,,,,,,,"Alcorani textus universus, ...",atn,,Catholic Church. Congregatio Romanae et Universalis Inquisitionis,naf,http://id.loc.gov/authorities/names/n00020771,,,,,,,,,,,,"In Luigi Marracci's edition, the complete Arabic text of the Quran is preceded by three legal documents, issued by the Congregation of the Holy Roman and Universal Inquisition in Rome, the Clerks Regular of the Blessed Virgin (that is: the editor's order) in Naples, and the Council of ""Refformatori dello Studio"" in Padua, respectively",,CLIO id: 4561623,Ex typographia seminarii,,,,,,,,,,"Heraldic book plate of Edward Gregory. According to a gutter note dated 14 April 1914, the book came to Burke Library from Alfred Ball.",,Still Image,Original Format: book in 2 vols.,Physical Dimensions: 36 x 23 cm,,The,Quran in East and West: Manuscripts and Printed Books
006127,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Koordish warior,kow_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_014.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 41 x 34 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Koordish warior,kow,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 41 x 34 cm,,The,Quran in East and West: Manuscripts and Printed Books
006126,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Selim the Koordish pastor of Amideah,sel_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_013.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 34 x 42 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Selim the Koordish pastor of Amideah,sel,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 34 x 42 cm,,The,Quran in East and West: Manuscripts and Printed Books
006125,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian girl carrying water,ngc_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_012.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 31 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian girl carrying water,ngc,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 31 cm,,The,Quran in East and West: Manuscripts and Printed Books
006124,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian lady veiled to go abroad,plv_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_011.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 30 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian lady veiled to go abroad,plv,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 30 cm,,The,Quran in East and West: Manuscripts and Printed Books
006123,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian mother and her little girl,nmh_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_010.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 28 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian mother and her little girl,nmh,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 28 cm,,The,Quran in East and West: Manuscripts and Printed Books
006122,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian magistrate in his official attitude,pmo_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_009.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 31 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian magistrate in his official attitude,pmo,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 31 cm,,The,Quran in East and West: Manuscripts and Printed Books
006121,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian dervish,pde_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_008.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 31 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Persian dervish,pde,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 31 cm,,The,Quran in East and West: Manuscripts and Printed Books
006120,1,0,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian of the mountains,nom_000,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,Inquiring Society at Union Theological Seminary,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,UTS_007.jpg,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 33 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/perkins/people,The,Quran in East and West: Manuscripts and Printed Books
,,,uncatalogued as of June 2011,,,,1839,1839,,,,paintings,gmgpc,reformatted digital,NyNyCBL,eng,,,opaque colors and ink on paper,,eng,,Urūmīyah (Iran),http://id.loc.gov/authorities/names/n91047104,,,,,,Azerbaijan,http://id.loc.gov/authorities/names/n92000010,,,,,,,,,,,,Urūmīyah (Iran),naf,http://id.loc.gov/authorities/names/n91047104,Nestorian of the mountains,nom,,"Perkins, Justin, 1805-1869",naf,http://id.loc.gov/authorities/names/n91126835,,,,,,,,,,,,"Part of a letter sent to the Inquiring Society at Union Theological Seminary, New York City, from Justin Perkins",,,,,,,,,,,,,Inquiring Society at Union Theological Seminary,,Still Image,Original Format: gouache sent as a letter,Physical Dimensions: 21 x 33 cm,,The,Quran in East and West: Manuscripts and Printed Books
