 _pid, partName, projectURL, _identifiers-1, note-3:note_type, note-2:note_type, note-5:note_type, note-1:note_type, note-2:note_value, note-5:note_value, note-1:note_value, relatedItem_project, _project.string_key, name-1:name_term.uri, form-2:form_term.uri, extent-1:extent_value, name-1:name_term.value, genre-1:genre_term.uri, form-2:form_term.value, genre-1:genre_term.value, title-1:title_sort_portion, name-1:name_term.name_type, name-1:name_term.authority, language-1:language_term.uri, genre-1:genre_term.authority, location-1:location_term.uri, location-1:location_term.code, _digital_object_type.string_key, title-1:title_non_sort_portion, language-1:language_term.value, location-1:location_term.value, location-1:location_sublocation, language-1:language_term.authority, location-1:location_term.authority, _parent_digital_objects-1.identifier, name-1:name_role-1.name_role_term.uri, date_created-1:date_created_end_value, digital_origin-1:digital_origin_value, name-1:name_role-1.name_role_term.value, clio_identifier-1:clio_identifier_value, date_created-1:date_created_start_value, place_of_origin-1:place_of_origin_value, omeka_identifier-1:omeka_identifier_value, type_of_resource-1:type_of_resource_value, name-1:name_role-1.name_role_term.authority, date_created_textual-1:date_created_textual_value, use_and_reproduction-1:use_and_reproduction_value, location-1:location_shelf_location-1.location_shelf_location_free_text, location-1:location_shelf_location-1.location_shelf_location_box_number, location-1:location_shelf_location-1.location_shelf_location_folder_number, publisher-1:publisher_value, object_in_context_url-1:object_in_context_url_value, subject_name-1:subject_name_term.uri, subject_topic-1:subject_topic_term.uri, subject_name-1:subject_name_term.value, subject_title-1:subject_title_term.uri, subject_topic-1:subject_topic_term.value, subject_title-1:subject_title_term.value, subject_name-1:subject_name_term.name_type, subject_name-1:subject_name_term.authority, subject_topic-1:subject_topic_term.authority, subject_title-1:subject_title_term.authority, subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value, subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value, abstract-1:abstract_value, collection-1:collection_term.uri, collection-1:collection_term.value, note-4:note_type, note-4:note_value, date_created-1:date_created_type
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/ldpd_7821252_002_00000513.jpg, ,"original filename:ldpd_7821252_002_00000513|Imprint from colophon, v. [2]|Signatures: v. 1: 1-7⁸ A-2L⁸ 2M⁶; v. 2: a-z⁸ A-H⁸ I⁴|Last leaf of v. [1] blank|Vol. 1: [56], 277, [1] leaves ; Vol. 2: 251, [1] leaves|Aldine device on t.p. and verso of final leaf of each vol; capital spaces with guide letters|The second Aldine edition. Each vol. has a distinct pagination. The life of Homer is on 56 unpaged leaves|Includes register|Rare Book copy: Pagination: v.1. 177, [1] leaves ; v.2. 251, [1] leaves, [56] leaves|Rare Book copy: Signatures: v. 1. A-2L8, M4; v. 2 a-z8, A-H8, I4, 1-7|Rare Book copy: Volume 1, copy 1: Worm hole in first two leaves with slight loss of text|Rare Book copy: Volume 2: Signature p either misbound or misprinted as 113, 116, 115, 114, 117, 110 [sic], 119, 118|Rare Book copy: Volume 2: Trimmed with slight loss of annotations in margins|Rare Book copy 1: Inscribed by Philipp Melanchthon to Martin Luther. Extensively annotated throughout, in more than one hand, probably including Philipp Melanchthon. The notes seem to be lecture notes, either Melanchthon's preparatory notes or by students|Rare Book copy 1: Bound in alum-tawed pigskin decorated in blind with tools and rolls. Remnants of 2 clasps on fore-edge",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,2 volumes ; 17 cm (octavo),"Homer|Torresanus, Andreas (De Asula), 1451-1529|Manuzio, Aldo, 1449 or 1450-1515|Melanchthon, Philipp, 1497-1560|Luther, Martin, 1483-1546|Torresani, family of printers|Homer. Iliad|Homer. Odyssey|Manuzio (Firm)", ,manuscripts,Still Image,Homērou Ilias ; [Odysseia ; Batrachomyomachia ; Hymnoi 1b] = Homeri Ilias ; [Vlyssea ; Batrachomyomachia ; Hymni XXXII]; File 3, , , ,fast, , , , ,Ancient Greek,"Rare Book & Manuscript Library, Columbia University",Butler 6th Fl. East,iso639-2,local, , , ,reformatted digital, ,7820626, ,Venetiis,11408,Still Image, ,mense Iunio 1517,No Copyright - United States,880 1517 H37, , ,"In aedibus Aldi, et Andreae Asulani soceri",https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/iliad, , , , ,Manuzio family, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/ldpd_7821252_003_00000009.jpg, ,"original filename:ldpd_7821252_003_00000009|Imprint from colophon, v. [2]|Signatures: v. 1: 1-7⁸ A-2L⁸ 2M⁶; v. 2: a-z⁸ A-H⁸ I⁴|Last leaf of v. [1] blank|Vol. 1: [56], 277, [1] leaves ; Vol. 2: 251, [1] leaves|Aldine device on t.p. and verso of final leaf of each vol; capital spaces with guide letters|The second Aldine edition. Each vol. has a distinct pagination. The life of Homer is on 56 unpaged leaves|Includes register|Rare Book copy: Pagination: v.1. 177, [1] leaves ; v.2. 251, [1] leaves, [56] leaves|Rare Book copy: Signatures: v. 1. A-2L8, M4; v. 2 a-z8, A-H8, I4, 1-7|Rare Book copy: Volume 1, copy 1: Worm hole in first two leaves with slight loss of text|Rare Book copy: Volume 2: Signature p either misbound or misprinted as 113, 116, 115, 114, 117, 110 [sic], 119, 118|Rare Book copy: Volume 2: Trimmed with slight loss of annotations in margins|Rare Book copy 1: Inscribed by Philipp Melanchthon to Martin Luther. Extensively annotated throughout, in more than one hand, probably including Philipp Melanchthon. The notes seem to be lecture notes, either Melanchthon's preparatory notes or by students|Rare Book copy 1: Bound in alum-tawed pigskin decorated in blind with tools and rolls. Remnants of 2 clasps on fore-edge",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,2 volumes ; 17 cm (octavo),"Homer|Torresanus, Andreas (De Asula), 1451-1529|Manuzio, Aldo, 1449 or 1450-1515|Melanchthon, Philipp, 1497-1560|Luther, Martin, 1483-1546|Torresani, family of printers|Homer. Iliad|Homer. Odyssey|Manuzio (Firm)", ,manuscripts,Still Image,Homērou Ilias ; [Odysseia ; Batrachomyomachia ; Hymnoi 1b] = Homeri Ilias ; [Vlyssea ; Batrachomyomachia ; Hymni XXXII]; File 2, , , ,fast, , , , ,Ancient Greek,"Rare Book & Manuscript Library, Columbia University",Butler 6th Fl. East,iso639-2,local, , , ,reformatted digital, ,7820626, ,Venetiis,11407,Still Image, ,mense Iunio 1517,No Copyright - United States,880 1517 H37, , ,"In aedibus Aldi, et Andreae Asulani soceri",https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/iliad, , , , ,Manuzio family, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/ldpd_7821252_002_00000009.jpg, ,"original filename:ldpd_7821252_002_00000009|Imprint from colophon, v. [2]|Signatures: v. 1: 1-7⁸ A-2L⁸ 2M⁶; v. 2: a-z⁸ A-H⁸ I⁴|Last leaf of v. [1] blank|Vol. 1: [56], 277, [1] leaves ; Vol. 2: 251, [1] leaves|Aldine device on t.p. and verso of final leaf of each vol; capital spaces with guide letters|The second Aldine edition. Each vol. has a distinct pagination. The life of Homer is on 56 unpaged leaves|Includes register|Rare Book copy: Pagination: v.1. 177, [1] leaves ; v.2. 251, [1] leaves, [56] leaves|Rare Book copy: Signatures: v. 1. A-2L8, M4; v. 2 a-z8, A-H8, I4, 1-7|Rare Book copy: Volume 1, copy 1: Worm hole in first two leaves with slight loss of text|Rare Book copy: Volume 2: Signature p either misbound or misprinted as 113, 116, 115, 114, 117, 110 [sic], 119, 118|Rare Book copy: Volume 2: Trimmed with slight loss of annotations in margins|Rare Book copy 1: Inscribed by Philipp Melanchthon to Martin Luther. Extensively annotated throughout, in more than one hand, probably including Philipp Melanchthon. The notes seem to be lecture notes, either Melanchthon's preparatory notes or by students|Rare Book copy 1: Bound in alum-tawed pigskin decorated in blind with tools and rolls. Remnants of 2 clasps on fore-edge",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,2 volumes ; 17 cm (octavo),"Homer|Torresanus, Andreas (De Asula), 1451-1529|Manuzio, Aldo, 1449 or 1450-1515|Melanchthon, Philipp, 1497-1560|Luther, Martin, 1483-1546|Torresani, family of printers|Homer. Iliad|Homer. Odyssey|Manuzio (Firm)", ,manuscripts,Still Image,Homērou Ilias ; [Odysseia ; Batrachomyomachia ; Hymnoi 1b] = Homeri Ilias ; [Vlyssea ; Batrachomyomachia ; Hymni XXXII]; File 1, , , ,fast, , , , ,Ancient Greek,"Rare Book & Manuscript Library, Columbia University",Butler 6th Fl. East,iso639-2,local, , , ,reformatted digital, ,7820626, ,Venetiis,11406,Still Image, ,mense Iunio 1517,No Copyright - United States,880 1517 H37, , ,"In aedibus Aldi, et Andreae Asulani soceri",https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/iliad, , , , ,Manuzio family, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200039.jpg, ,"original filename:1900200039|Woodcut on title page|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,22 pages (quarto) ; cm,"Luther, Martin, 1483-1546", ,pamphlets|prints,Still Image,"Eyn Sermõ von dẽ hochwirdigen Sacramẽt, des hyeligen waren Leychnamss Chrsiti. und võ den Bruderschafften / D.M.L.A; Title page recto|Blessed Sacrament of the Holy and True Body of Christ, and the Brotherhoods, 1519", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare,iso639-2,local, , , ,reformatted digital, ,4551082, ,Hat lassen drucken tzu Leyptzick [i.e. Leipzig,11405,Still Image, ,Im Tausent funffhunderten vnd ym tzwentzigsten iare. 1520],No Copyright - United States,GT2 1520ss, , ,Ualentinus Schuman. i.e. Valentin Schumann,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/sacraments,,,,,,,,,,,,,,,,,"The woodcut illustration depicts the seven sacraments: baptism, confirmation, eucharist (holy communion), penance, marriage, priestly ordination, anointing of the sick.",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200038.jpg, ,"original filename:1900200038|Title page with woodcut border by Hans Cranach|Initial|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[87] pages ; 21 cm,"Luther, Martin, 1483-1546", ,books,Still Image,De captivitate babylonica ecclesiae / praeludium Martini Lutheri; Title page recto|On the Babylonian Captivity of the Church, , , ,fast, , , , ,Latin,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Pamphlets,iso639-2,local, , , ,reformatted digital, ,4583009, ,Vuittembergae [i.e. Wittenberg,11404,Still Image, ,"6. Oktober, 1520]",No Copyright - United States,GT2 1520cb, , ,Melchior Lotter d.j.,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/captivity, , , , ,Catholic Church|Controversial literature--Protestant authors, , , , , , , , , , , ,"Unlike his Open Letter to the Christian Nobility, this more theologically nuanced work is composed in Latin (though there were German editions) and addressed to a specialist audience in a more measured tone. Citing the Bible as evidence, Luther argues that the number of sacraments should be reduced from seven to three (and finally to two), thereby removing major pillars upon which the structure of the medieval way of life had been erected. In particular, he attacks the Church’s doctrine, which drew on Aristotelian categories, of the ""transubstantiation"" of bread and wine at Communion, instead insisting that ""the Holy Spirit is greater than Aristotle."" The work articulates ideas that would come to define many Protestant traditions, but also prove to be sources of ongoing division among them. ",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200037.jpg, ,"original filename:1900200037|At end: Zů Wittenberg. Im Jar. M.D.XX. Durch jn selbs gemeret vnd corrigiert|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[82] pages ; 20 cm,"Luther, Martin, 1483-1546", ,books,Still Image,An den Cristlichen Adel deütscher Nation : von des Christlichen stands besserũg / D. Martinus Luther; Title page recto|Open Letter to the Christian Nobility of the German Nation Concerning the Reform of Christian Society , , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare,iso639-2,local, , , ,reformatted digital, ,4573077, ,Vuittenberg,11403,Still Image, ,[1520],No Copyright - United States,GT2 1520anf, , ,"[Druck von Renatus Beck, Strassburg",https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/nobility,,,,,,,,,,,,,,,,,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200036.jpg, ,"original filename:1900200036|Date of imprint on page [34]|Signatures: A-C[superscript 4], D[superscript 5]|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[34] pages ; 19 cm,"Luther, Martin, 1483-1546", ,books,Still Image,"Epistola Lutheriana ad Leonem decimum summum pontificem  Tractatus de libertate Christiana; Title page recto|Letter of Martin Luther to Leo X, Supreme Pontiff: A Tract on Christian Liberty", , , ,fast, , , , ,Latin,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Pamphlets,iso639-2,local, , , ,reformatted digital, ,4585559, ,Vuittembergae,11402,Still Image, ,[1520],No Copyright - United States,GT2 1520e, , ,[Johann Grünenberg,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/authority,,,,,,,,,,,,,,,,,"In this preface to his key work On the Freedom of the Christian, Luther appeals directly to the Pope in his own defense and to address the failures of the Church. Luther is variously obsequious and brash in making his case:""Among those monstrous evils of this age with which I have now for three years been waging war, I am sometimes compelled to look to you and to call you to mind, most blessed father Leo. In truth, since you alone are everywhere considered as being the cause of my engaging in war, I cannot at any time fail to remember you; and although I have been compelled by the causeless raging of your impious flatterers against me to appeal from your seat to a future council...yet I have never been so alienated in feeling from your Blessedness as not to have sought with all my might, in diligent prayer and crying to God, all the best gifts for you and for your see. But those who have hitherto endeavored to terrify me with the majesty of your name and authority, I have begun quite to despise and triumph over.""",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200035.jpg, ,"original filename:1900200035|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[99] pages ; 20 cm (quarto),"Luther, Martin, 1483-1546|Lotter, Melchior, approximately 1490-", ,books,Still Image,An den Christlichen Adel deutscher Nation : von des Christlichen standes besserung / D. Martinus Luther. ..; Title page recto|Open Letter to the Christian Nobility of the German Nation Concerning the Reform of Christian Society , , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Union Rare Pamphlets,iso639-2,local, , , ,reformatted digital, ,4551076, ,[Wittenberg],11401,Still Image, ,[1520],No Copyright - United States,GT2 1520anb, , ,Melchior Lotter d.J.,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/nobility, , , , ,Church and state--Catholic Church|Church and state|Germany|Holy Roman Empire|History, , , , , , , , , , , ,"Luther here argues in German for a full-scale overhaul of the Church, and that the secular powers of emperor and nobility had the authority and the responsibility to act in the face of a corrupted Church, whose members he dismissively referred to as ""Romanists."" He called for the end of major swathes of the medieval Church’s structure, including its elaborate calendar of feasts and saints days, and its vast industry of relics and pilgrimages. Among his demands was the abolition of clerical celibacy, arguing that to prohibit marriage was as futile as to ""forbid eating, drinking, the natural movement of the bowels or growing fat."" Though addressed primarily to non-ecclesiastical elites – whose support and protection were perhaps the main reason he survived through this period – the work uses populist rhetoric against the hierarchy of Church structures and teaching. It was reprinted at least fourteen times within just a few years.  ""Therefore…those who are now called ‘spiritual’ – priests, bishops, or popes – are neither different from other Christians, nor superior to them….""  ""...there is no true, basic difference between laymen and priests, princes and bishops, between religious and secular, except for the sake of office and work, but not for the sake of status….they all of the spiritual estate, all are truly priests, bishops, and popes.""  ""...it may well happen that the pope and his followers are wicked men and not true Christians, not taught of God, not having true understanding. On the other hand, an ordinary man may have true understanding; why then should we not follow him?""",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200034.jpg, ,"original filename:1900200034|Author hypothetically identified as Johannes de Francfordia. Cf. Lexikon für Theologie und Kirche. 2d ed., v. 10, column 62|""Vorrhede"" signed: Doctor Martinus Luther|Imprint from colophon; date in colophon: Nach Christ gepurt tausent funffhundert vnd zwentzigsten JAR. Am abent Sancti Michaelis|Signatures: A-H⁴ I⁶|Image on title page, woodcut of the resurrection of Adam|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[76] pages ; 22 cm (quarto),"Franckforter|Luther, Martin, 1483-1546. Vorrede zu der vollständigen Ausgabe der Theologia Deutsch|Rhau-Grunenberg, Johann, active 1508-1525", ,books,Still Image,"Eyn Deutsch Theologia das is Eyn edles Büchleyn, von rechtem vorstandt, was Adam vnd Christus sey, vnd wie Adam yn vns sterben, vn[d] Christ ersteen sall; Title page recto|A German Theology, That is a Noble Booklet, That Rightly Understands What Adam and Christ Are, and How Adam Should Die and Christ Should Arise in Us", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4528401, ,Gedruckt zu Wittenbergk,11400,Still Image, ,[1520],No Copyright - United States,03-B1951, , ,durch Joha[n]nem Grünenb,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology, , , , ,Christian life--Middle Ages|Mysticism|Germany, , , , , , , , , , , ,"Luther edited and wrote the preface to the Theologia Germanica. This anonymous 14th century mystical work enjoined union with God and self-renunciation and was a favorite of Luther’s. In addition to its theology, the fact that it was written in German energized Luther’s view that vernacular language could be a suitable medium for the transcendent. From the preface: ""...I will have every one warned who reads this little book, that he should not take offence, to his own hurt, at its bad German, or its crabbed and uncouth words. For this noble book, though it be poor and rude in words, is so much the richer and more precious in knowledge and divine wisdom…Let as many as will, read this little book, and then say whether theology is a new or an old thing among us; for this book is not new. But if they say as before, that we are but German theologians, we will not deny it. I thank God, that I have heard and found my God in the German tongue, as neither I nor they have yet found Him in the Latin, Greek, or Hebrew tongue. God grant that this book may be spread abroad, then we shall find that the German theologians are without doubt the best theologians.""",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200033.jpg, ,"original filename:1900200033|Printer from colophon which reads: ""Gedruckt zu Wittemberg, durch Nickel Schirlentz. M.D.XXviij.""|Signatures: A-M⁴|""Vorrhede"" by Martin Luther|Title within woodcut border|Compare with 03-B1229 (VD 16, M 2604; Benzing, 2498; Gatch, D272) and 03-B1877 (VD 16, M 2603; Benzing, 2496; Gatch, D2039) and 03-B1878 (VD 16, M 2597; Benzing, 2488; Gatch, D2038)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[96] pages (last [2] pages blank) ; 20 cm (quarto),"Melanchthon, Philipp, 1497-1560|Luther, Martin, 1483-1546|Schirlentz, Nickel", ,books,Still Image,Vnterricht der Visitatorn an die Pfarhern ym Kurfurstenthum zu Sachssen; Title page recto, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4528357, ,Vuittemberg,11399,Still Image, ,1528,No Copyright - United States,03-B1876, , ,Nickel Schirlentz,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3, , , , ,"Lutheran Church--Doctrines|Lutheran Church--Education|Visitations, Ecclesiastical|Saxony (Germany)|History", , , , , , , , , , , ,"This book represents the first attempt to organize the Reformation within a given territory. These are the ""Saxon Visitation Articles"", intended to guide the Saxon government representatives charged with bringing order, and raising the level of Christian education, within church and school -- is this in the CLIO record? Not sure of the source YES FROM CLIO SEE https://clio.columbia.edu/catalog/4528357",,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200032.jpg, ,"original filename:1900200032|Name of printer from colophon which reads: ""Gedruckt zu Wittemberg durch Nickel Schirlentz im Jar M D XXXII""|Signatures: A-F⁴ (-F4)|Title within historiated woodcut border|Compare with 03-B1553 (Benzing, 3030; VD 16, L 7580; Gatch, D812)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[48] pages (last leaf blank) ; 18 cm (quarto),"Luther, Martin, 1483-1546", ,books,Still Image,Zwo Predigt vber der Leiche des Kürfursten Hertzog Iohans zu Sachssen / D. Mart. Luthers; Title page recto, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527649, ,Wittemberg,11398,Still Image, ,1532,No Copyright - United States,03-B1201, , ,Nickel Schirlentz,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3, , , , ,"Johann, der Beständige, Elector of Saxony, 1468-1532|Lutheran Church", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200031.jpg, ,"original filename:1900200031|Printer from colophon which reads: ""Gedruckt zu Wittemberg durch Hans Lufft. M.D.XXXIII.""|Signatures: A-F⁴|Title within historiated woodcut border|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[48] pages ; 19 cm (quarto),"Luther, Martin, 1483-1546|Johann Friedrich I, Kurfürst von Sachsen, 1503-1554", ,books,Still Image,"Eine Predigt Vom verloren Schaf, Luce. xv. / D. Mart. Luth. zu Wittemberg for dem Churfürsten zu Sachsten Herzog Johans fridrich rx. Gepredict; Title page recto|A Sermon on the Lost Sheep, Luke 15", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527647, ,"Wittemberg [i.e., Wittenberg]",11397,Still Image, ,M.D.XXXIII. [1523],No Copyright - United States,03-B1203, , ,Hans Lufft,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3, , , , ,"Bible. Luke, XV, 1-10|Lost sheep (Parable)", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200030.jpg, ,"original filename:1900200030|Title within ornamental border|Printer from colophon: ""Gedrückt zu Wittemberg durch Georgen Rhaw. 1533.""|Signatures: A-K⁴; A3 signed A5, I2 signed H2|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[80] pages ; 19 cm (quarto),"Luther, Martin, 1483-1546|Rhaw, Georg, 1488-1548", ,books,Still Image,"Das Sechste Capitel der Epistel Pauli an de Epheser : Von der Christen harnisch vnd woffen / gepredigt durch D. Mart. Luther; Title page recto|The Sixth Chapter of Paul’s Epistle to the Ephesians, On the Christian Armor and Weapons", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527646, ,"Wittemberg [i.e., Wittenberg]",11396,Still Image, ,M.D.XXXIII. [1533],No Copyright - United States,03-B1204, , ,Georgen Rhaw,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3, , , , ,"Bible. Ephesians, VI", , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200029.jpg, ,"original filename:1900200029|Imprint from colophon which reads ""Gedruck tzu Leypsick durch Ualentin Schuman anno. M.D.xix.""|Signatures: A-E⁶|Woodcuts on recto and verso of title page|Compare with 03-B1423 (VD 16, L 4058; Benzing, 274; Gatch, D667) and 03-B1863 (VD 16, L 4046; Benzing, 262; Gatch, D2013)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[60] pages ; 21 cm (quarto),"Luther, Martin, 1483-1546", ,books,Still Image,Auslegu[n]g deutsch des Vater vnser fuer die einfeltigen Leyen Doctoris Martini Luther Augustiner tzu Wittenbergk; Title page recto|An Exposition of the Lord‘s Prayer for Simple Laymen, , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527572, ,"Leypsick [i.e., Leipzig]",11395,Still Image, ,M.D.xix. [1519],No Copyright - United States,03-B1166, , ,Ualentin Schuman,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3, , , , ,Lord's prayer, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200028.jpg, ,"original filename:1900200028|Prelim. signed: Martinus Luder .|Imprint from colophon|Signatures: A-B⁶ C⁴ D-E⁶ F⁴ G-H⁶ (H6 blank)|Woodcut illustration on title page of David kneeling in prayer, playing a harp on the ground below and God looking down from the clouds above|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[88] leaves : illustrations (woodcut) ; 21 cm (quarto),"Luther, Martin, 1483-1546", ,books,Still Image,"Die Sieben buszpsalm mit deutscher auszlegung nach dem schrifftlichen synne tzu Christi vnd gottes gnaden, neben seyns selben. ware erkentniss. grundlich gerichtet; Title page recto|The Seven Penitential Psalms with German Expositions Following the Written Sense to the Grace of Christ and God", , , ,fast, , , , ,German,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527579, ,"Gedruckt tzu Leyptzk [i.e., Leipzig]",11394,Still Image, ,Nach Christ geburt Tausent funffhundert vnd ym newtzehenden yare. [1519],No Copyright - United States,03-B1147, , ,durch den vorsichtigen man Jacobum Thanner,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug3, , , , ,Penitential Psalms|Bible. Psalms|Penance, , , , , , , , , , , ,,,,,,
 , , , ,original_format,filename,holdings, ,https://exhibitions-dev.library.columbia.edu/1900200027.jpg, ,"original filename:1900200027|Text in German includes Luther's translation of Psalm 37 (Vulgate Psalm 36). Cf. Luther, Works, 1883, vol. 8, p. 209|Imprint from colophon|Colophon: Gedruckt tzu Wittembergk Montag nach Laurentij 1521|LC call numbers: BR304.R44 no. 73; BS1450 37th|Signatures: A-D⁴|Title within illustrated woodcut border, alternative form of number 5 used in t.p. date|Woodcut illustration on title page verso of Mary wearing crown, facing left, holding the child Jesus, differs from that in LCCN 2001554663|Compare with 03-B1935 (VD 16, L 5872)|recto, title page",Wild Boar in the Vinyard: Martin Luther at the Birth of the Modern World, , , ,[32] pages : illustrations (woodcut) ; 19 cm (quarto),"Luther, Martin, 1483-1546", ,pamphlets,Still Image,"Der sechs vn[d] dreyssigist Psalm Dauid : eynen Christlichen Menschen tzu leren vn[d] trösten widder die Mütterey der böszenn vnnd freueln Gleyszner / Martinus Luther; Title page recto|The 36th Psalm of David, to Teach a Christian and Console Them Against the Wantonness of Evil and Haughty Hypocrites", , , ,fast, , , , ,German|Latin,"Burke Library at Union Theological Seminary, Columbia University",Tower,iso639-2,local, , , ,reformatted digital, ,4527553, ,[Wittenberg],11393,Still Image, ,1521,No Copyright - United States,03-B1129, , ,[Johann Rhau-Grunenberg],https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2, , , , ,"Bible. Psalms, XXXVII|Reformation", , , , , , , , , , , ,,,,,,
