pid,_merge_dynamic_fields,type,identifier_title,_parent_digital_objects-1.identifier,_parent_digital_objects-2.pid,Project (String Key),relatedItem_collection,Collection 1 -> Term (uri),name_primary,name_primary_type,name_primary_Relator,name_primary_Relator_authority,name_primary_Relator_authority_identifier,Name 1 -> Name Role 1 -> Term (value),name_primary_authority,name_primary_authority_identifier,name 2,name_type_2,nameRelator 2,nameRelator_authority 2,nameRelator_authority_identifier 2,Name 2 -> Name Role 1 -> Term (value),name_authority 2,name_authority_identifier 2,name 3,name_type 3,nameRelator 3,nameRelator_authority 3,nameRelator_authority_identifier 3,Name 3 -> Name Role 1 -> Term (value),name_authority 3,name_authority_identifier 3,name 4,name_type 4,nameRelator 4,nameRelator_authority 4,nameRelator_authority_identifier 4,Name 4 -> Name Role 1 -> Term (value),name_authority 4,name_authority-identifier 4,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,identifier_clio,identifier_omeka,typeOfResource,language,language_authority,language_authority_identifier,Language 1 -> Language Term (value),location_url_ObjectInContext,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,Location -> Physical Location -> Term (value),"shelfLocator (original value, stored as free text)",shelfLocator,Column,note 1,Note 1 -> Type,note_holdings,Note 2 -> Type,note_filename 1,Note 3 -> Type,note_filename 2,Note 4 -> Type,note_ownership,Note 5 -> Type,form_originalFormat,Note 6 -> Type,relatedItem_note,Note 7 -> Type,digitalOrigin,extent,form,form_authority,form_authority_identifier,place,relatedItem_Project_nonSort,relatedItem_Project,projectURL,publisher,languageOfCataloging,Language of Cataloging -> Authority (uri),Language of Cataloging -> Term (uri),accessCondition,subject_topic 1,subject_topic_authority 1,subject_topic_authority_identifier 1,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_uri,title,title_nonSort
ldpd:162191,false,asset,varsityshow_fen_001,varsityshow_fen,ldpd:156405,varsity_show,,,Varsity Show (Columbia University) (1939),conference,,,,,,,,,,,,,,,Columbia University Players,corporate,,,,,,,,,,,,,,,,,,,"Program cover for Varsity Show ""Fair Enough"" (1939)",,omeka_4195,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/alums/diamond,,,,,,,,,,UA#0106,holdings,varsity_100129014,filename,,,,,theater programs,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Cover,
cul:5hqbzkh1h6,false,item,varsityshow_hmi,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,"Green, Holm",personal,,,,,,,Varsity Show (Columbia University) (1923),conference,,,,,,,,,,,,,,,,,,,,,,,1923,,,1923,"Original poster for 1923 Varsity Show ""Half-Moon Inn""",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","UA Flat Files Box 13, folder 3",UA Flat Files Box 13,3,,,Flat Files UA#0106,holdings,varsity_100129029,filename,,,,,,,,,reformatted digital,"14.25"" x 9""",posters,aat,http://vocab.getty.edu/aat/300027221,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,Pirates,fast,http://id.worldcat.org/fast/1064776,,,,,,,Half-Moon Inn,
ldpd:162221,false,asset,varsityshow_hmi_000,varsityshow_hmi,ldpd:156405,varsity_show,,,"Green, Holm",personal,,,,,,,Varsity Show (Columbia University) (1923),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original poster for 1923 Varsity Show ""Half-Moon Inn""",,omeka_4210,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/artwork/posters,,,,,,,,,,Flat Files UA#0106,holdings,varsity_100129029,filename,,,,,,,,,,,posters,aat,http://vocab.getty.edu/aat/300027221,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,Pirates,fast,http://id.worldcat.org/fast/1064776,,,,,,,Half-Moon Inn,
cul:0p2ngf1vr6,false,item,varsityshow_hmq,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Slavik,personal,ill,marcrelator,http://id.loc.gov/vocabulary/relators/ill,Illustrator,,,Varsity Show (Columbia University) (1926),conference,,,,,,,Columbia University Players,corporate,,,,,,,,,,,,,,,1926,,,1926,"Program cover for Varsity Show, ""His Majest, The Queen"" (1926)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 10, folder 8",10,8,,,UA#0106,holdings,varsity_100129010,filename,,,,,theater programs,original_format,,,reformatted digital,"8"" x 10.5""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,"His Majesty, The Queen",
ldpd:162183,false,asset,varsityshow_hmq_001,varsityshow_hmq,ldpd:156405,varsity_show,,,Slavik,personal,ill,marcrelator,http://id.loc.gov/vocabulary/relators/ill,Illustrator,,,Varsity Show (Columbia University) (1926),conference,,,,,,,Columbia University Players,corporate,,,,,,,,,,,,,,,,,,,"Program cover for Varsity Show, ""His Majest, The Queen"" (1926)",,omeka_4191,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/artwork/program,,,,,,,,,,UA#0106,holdings,varsity_100129010,filename,,,,,theater programs,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Cover,
cul:95x69p8d6t,false,item,varsityshow_htr,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,"Diamond, I. A. L.",personal,aut,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n80070601,,,,,,,,,,,,,,,,,,,,,,,,,1941,,,1941,"Cover of script for 1941 Varsity Show ""Hit The Road""",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 16, folder 1",16,1,"I. A. L. Diamond, Class of 1941",,UA#0106,holdings,varsity_100129016,filename,,,,,scripts (documents),original_format,,,reformatted digital,"9"" x 11.5""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Hit the Road,
ldpd:162195,false,asset,varsityshow_htr_001,varsityshow_htr,ldpd:156405,varsity_show,,,"Diamond, I. A. L.",personal,aut,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n80070601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cover of script for 1941 Varsity Show ""Hit The Road""",,omeka_4197,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/alums/diamond,,,,,,,,"I. A. L. Diamond, Class of 1941",,UA#0106,holdings,varsity_100129016,filename,,,,,scripts (documents),original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Cover,
cul:p2ngf1vhs9,false,item,varsityshow_jbh,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Wide World Photo,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-3-20,,,"March 20, 1939","John Bateman, captain of the football team, getting the finishing touches on his hair for 1939 Varsity Show, ""Fair Enough""",,,still image,,,,,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 20, folder 8",20,8,John Bateman,,UA#0106,holdings,varsity_100129003,filename,,,,,,,,,reformatted digital,"7""x 8.5""",photographs,aat,http://vocab.getty.edu/aat/300046300,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College theater,fast,http://id.worldcat.org/fast/868221,,,,,,,,,,John Bateman Getting his Hair Done,
ldpd:162169,false,asset,varsityshow_jbh_000,varsityshow_jbh,ldpd:156405,varsity_show,,,Wide World Photo,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John Bateman, captain of the football team, getting the finishing touches on his hair for 1939 Varsity Show, ""Fair Enough""",,omeka_4184,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/pony/intro,,,,,,,,John Bateman,,UA#0106,holdings,varsity_100129003,filename,,,,,,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,,College theater,fast,http://id.worldcat.org/fast/868221,,,,,,,,,,John Bateman Getting his Hair Done,
cul:fbg79cnpfh,false,item,varsityshow_joa,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,"Barber, D.",personal,,,,,,,Columbia College Musical Society,corporate,,,,,,,,,,,,,,,,,,,,,,,1894-04,,,April 1894,"Program cover for first Varsity Show, ""Joan of Arc"" (1894)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 1, folder 2",1,2,,,UA#0106,holdings,varsity_100129002,filename,,,,,theater programs,original_format,,,reformatted digital,"7"" x 9.5""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,"Joan, of Arc, Saint, 1412-1431",naf,http://id.loc.gov/authorities/names/n79033041,,,,"Joan of Arc, or, The monarch, the maid, the minister and the magician",
ldpd:162167,false,asset,varsityshow_joa_001,varsityshow_joa,ldpd:156405,varsity_show,,,"Barber, D.",personal,,,,,,,Columbia College Musical Society,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program cover for first Varsity Show, ""Joan of Arc"" (1894)",,omeka_4183,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/history/beginnings,,,,,,,,,,UA#0106,holdings,varsity_100129002,filename,,,,,theater programs,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,"Joan, of Arc, Saint, 1412-1431",naf,http://id.loc.gov/authorities/names/n79033041,,,,Cover,
cul:prr4xgxdbc,false,item,varsityshow_lbe,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Varsity Show (Columbia University) (1940),conference,,,,,,,,,,,,,,,Columbia University Players,corporate,,,,,,,,,,,,,,,1940,,,1940,"Title page inside Varsity Show program for ""Life Begins In 40"" (1940)",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","Box 11, folder 12",11,12,,,UA#0106,holdings,varsity_100129015,filename,,,,,theater programs,original_format,"The Columbia Jester, April 1940",,reformatted digital,"9"" x 11.5""",printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Life Begins In '40,
ldpd:162193,false,asset,varsityshow_lbe_001,varsityshow_lbe,ldpd:156405,varsity_show,,,Varsity Show (Columbia University) (1940),conference,,,,,,,,,,,,,,,Columbia University Players,corporate,,,,,,,,,,,,,,,,,,,"Title page inside Varsity Show program for ""Life Begins In 40"" (1940)",,omeka_4196,still image,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/varsity-show/alums/diamond,,,,,,,,,,UA#0106,holdings,varsity_100129015,filename,,,,,theater programs,original_format,,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,,,,,,,Title page,
cul:5mkkwh710t,false,item,varsityshow_mia,,,varsity_show,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,Varsity Show (Columbia University) (1911),conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,,,1911,"Original poster for 1911 Varsity Show ""Made in India""",,,still image,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Columbia University, University Archives","UA Flat Files Box 14, folder 4",UA Flat Files Box 14,4,,,Flat Files UA#0106,holdings,varsity_100129034,filename,,,,,,,,,reformatted digital,"14"" x 11""",posters,aat,http://vocab.getty.edu/aat/300027221,,The,Varsity Show: A Columbia Tradition,http://www.columbia.edu/cgi-bin/cul/resolve?clio8225262,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,College musicals,fast,http://id.worldcat.org/fast/1199201,Elephants,fast,http://id.worldcat.org/fast/908011,,,,,,,Made in India,
